seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power,T1_C,T2_C,T3_C,fluid_in_C,fluid_out_C,delta_p,pump_power_calc,pump_cost_per_day,Q_dot,efficiency,delta_T
6.029,253,220,250,2,1,20,110,,,71.46641388450666,77.01820319485813,71.94262719579035,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
6.13,262,228,260,1,2,19,109,,,70.06766883665347,75.60434155353255,70.37474235244133,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
6.231,247,215,245,2,1,19,109,,,72.4240569361034,77.92689801733297,72.74798117069224,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
6.331,264,227,261,2,2,19,110,,,69.76267294804126,75.77848757632239,70.22094355481465,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
6.432,245,215,245,2,2,21,109,,,72.74798117069224,77.92689801733297,72.74798117069224,349.9147799075381,349.9147799075381,88,0.00058666696,0.0060825630412799985,0.0,,0.0
6.533,249,219,250,2,2,19,109,,,72.10251695872694,77.19835371617438,71.94262719579035,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
6.634,255,223,254,2,2,18,109,,,71.1517655528171,76.48238653933203,71.30881046166058,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
6.734,263,229,262,3,2,18,109,,,69.91491351144026,75.43091235852125,70.06766883665347,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
6.835,262,229,261,2,1,18,110,,,70.06766883665347,75.43091235852125,70.22094355481465,349.9147799075381,426.52186008440685,92,0.00061333364,0.0063590431795199995,-835.0171739278694,,-76.60708017686875
6.936,263,228,260,1,1,18,109,,,69.91491351144026,75.60434155353255,70.37474235244133,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
7.037,251,218,249,3,3,19,110,,,71.78331699106616,77.37929016024219,72.10251695872694,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
7.138,250,218,249,2,2,19,110,,,71.94262719579035,77.37929016024219,72.10251695872694,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
7.238,261,228,261,2,3,18,109,,,70.22094355481465,75.60434155353255,70.22094355481465,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
7.339,262,228,262,3,2,19,109,,,70.06766883665347,75.60434155353255,70.06766883665347,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
7.44,261,227,261,3,3,18,109,,,70.22094355481465,75.77848757632239,70.22094355481465,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
7.541,262,228,261,2,2,19,109,,,70.06766883665347,75.60434155353255,70.22094355481465,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
7.641,261,227,261,1,2,19,109,,,70.22094355481465,75.77848757632239,70.22094355481465,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
7.742,261,227,261,2,4,18,109,,,70.22094355481465,75.77848757632239,70.22094355481465,349.9147799075381,288.3492588429451,91,0.00060666697,0.00628992314496,671.0641796040636,,61.565521064592986
7.843,261,228,260,3,2,19,109,,,70.22094355481465,75.60434155353255,70.37474235244133,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
7.944,262,228,261,3,2,18,109,,,70.06766883665347,75.60434155353255,70.22094355481465,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
8.044,264,227,261,2,2,19,109,,,69.76267294804126,75.77848757632239,70.22094355481465,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
8.145,264,227,262,2,3,19,109,,,69.76267294804126,75.77848757632239,70.06766883665347,349.9147799075381,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,409.1761939190831,,37.53910035954891
8.246,263,229,262,2,2,19,109,,,69.91491351144026,75.43091235852125,70.06766883665347,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
8.347,264,227,261,2,2,18,110,,,69.76267294804126,75.77848757632239,70.22094355481465,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
8.447,265,226,261,2,1,17,108,,,69.61094256982153,75.95335767994277,70.22094355481465,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
8.548,264,228,261,2,2,19,109,,,69.76267294804126,75.60434155353255,70.22094355481465,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
8.649,263,229,260,1,2,18,109,,,69.91491351144026,75.43091235852125,70.37474235244133,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
8.75,263,229,260,1,1,20,110,,,69.91491351144026,75.43091235852125,70.37474235244133,426.52186008440685,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
8.851,263,228,262,1,2,19,110,,,69.91491351144026,75.60434155353255,70.06766883665347,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
8.951,264,228,261,3,3,20,109,,,69.76267294804126,75.60434155353255,70.22094355481465,312.3756795479892,312.3756795479892,89,0.00059333363,0.00615168307584,0.0,,0.0
9.052,264,228,261,2,3,20,110,,,69.76267294804126,75.60434155353255,70.22094355481465,349.9147799075381,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,409.1761939190831,,37.53910035954891
9.153,264,227,261,2,3,19,110,,,69.76267294804126,75.77848757632239,70.22094355481465,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
9.253,264,229,261,2,3,19,110,,,69.76267294804126,75.43091235852125,70.22094355481465,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
9.354,263,228,261,2,2,17,108,,,69.91491351144026,75.60434155353255,70.22094355481465,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
9.456,248,214,246,2,3,19,110,,,72.26299170692539,78.11106175170545,72.58571821182306,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
9.556,258,223,254,2,2,20,109,,,70.68393121451464,76.48238653933203,71.30881046166058,349.9147799075381,349.9147799075381,89,0.00059333363,0.00615168307584,0.0,,0.0
9.657,264,229,261,3,3,19,110,,,69.76267294804126,75.43091235852125,70.22094355481465,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
9.758,264,228,260,2,3,20,109,,,69.76267294804126,75.60434155353255,70.37474235244133,349.9147799075381,312.3756795479892,89,0.00059333363,0.00615168307584,409.1761939190831,,37.53910035954891
9.859,251,218,249,3,4,19,109,,,71.78331699106616,77.37929016024219,72.10251695872694,312.3756795479892,288.3492588429451,90,0.0006000002999999999,0.006220803110399999,261.88798568498044,,24.026420705044075
9.96,247,218,250,3,3,17,109,,,72.4240569361034,77.37929016024219,71.94262719579035,312.3756795479892,312.3756795479892,92,0.00061333364,0.0063590431795199995,0.0,,0.0
10.061,260,228,260,2,2,19,109,,,70.37474235244133,75.60434155353255,70.37474235244133,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
10.161,258,227,260,2,1,19,109,,,70.68393121451464,75.77848757632239,70.37474235244133,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
10.262,261,227,262,2,1,18,110,,,70.22094355481465,75.77848757632239,70.06766883665347,349.9147799075381,426.52186008440685,92,0.00061333364,0.0063590431795199995,-835.0171739278694,,-76.60708017686875
10.363,260,226,261,2,1,18,109,,,70.37474235244133,75.95335767994277,70.22094355481465,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
10.464,259,226,260,1,1,19,110,,,70.52906997233748,75.95335767994277,70.37474235244133,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
10.565,258,227,260,1,1,18,110,,,70.68393121451464,75.77848757632239,70.37474235244133,426.52186008440685,426.52186008440685,92,0.00061333364,0.0063590431795199995,0.0,,0.0
10.665,259,227,260,2,1,19,110,,,70.52906997233748,75.77848757632239,70.37474235244133,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
10.766,261,226,261,1,2,17,109,,,70.22094355481465,75.95335767994277,70.22094355481465,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
10.867,245,212,244,2,2,19,110,,,72.74798117069224,78.48188310973973,72.91085152159127,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
10.968,260,227,261,1,0,19,110,,,70.37474235244133,75.77848757632239,70.22094355481465,426.52186008440685,,91,0.00060666697,0.00628992314496,,,
11.069,250,216,250,3,3,19,110,,,71.94262719579035,77.74355389075214,71.94262719579035,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
11.17,248,217,250,2,2,19,110,,,72.26299170692539,77.56102076551883,71.94262719579035,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
11.27,258,226,261,2,2,19,110,,,70.68393121451464,75.95335767994277,70.22094355481465,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
11.371,258,226,261,2,3,19,110,,,70.68393121451464,75.95335767994277,70.22094355481465,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
11.472,258,227,262,2,2,19,110,,,70.68393121451464,75.77848757632239,70.06766883665347,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
11.572,259,226,261,3,3,19,109,,,70.52906997233748,75.95335767994277,70.22094355481465,312.3756795479892,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
11.673,259,226,260,3,3,20,110,,,70.52906997233748,75.95335767994277,70.37474235244133,312.3756795479892,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
11.774,262,226,260,3,2,19,109,,,70.06766883665347,75.95335767994277,70.37474235244133,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
11.875,261,226,261,2,3,19,109,,,70.22094355481465,75.95335767994277,70.22094355481465,349.9147799075381,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,409.1761939190831,,37.53910035954891
11.975,260,227,260,2,2,18,110,,,70.37474235244133,75.77848757632239,70.37474235244133,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
12.076,260,226,261,2,2,19,109,,,70.37474235244133,75.95335767994277,70.22094355481465,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
12.177,260,226,261,2,1,19,110,,,70.37474235244133,75.95335767994277,70.22094355481465,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
12.278,262,225,261,3,2,16,109,,,70.06766883665347,76.12895921888241,70.22094355481465,312.3756795479892,349.9147799075381,93,0.00062000031,0.006428163214079999,-409.1761939190831,,-37.53910035954891
12.378,261,225,260,3,3,17,110,,,70.22094355481465,76.12895921888241,70.37474235244133,312.3756795479892,312.3756795479892,93,0.00062000031,0.006428163214079999,0.0,,0.0
12.479,261,226,261,2,2,19,110,,,70.22094355481465,75.95335767994277,70.22094355481465,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
12.58,263,225,262,3,2,19,109,,,69.91491351144026,76.12895921888241,70.06766883665347,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
12.681,264,224,261,2,1,19,110,,,69.76267294804126,76.3052996509715,70.22094355481465,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
12.781,265,225,260,1,1,19,110,,,69.61094256982153,76.12895921888241,70.37474235244133,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
12.882,266,224,262,2,1,20,109,,,69.45971785377748,76.3052996509715,70.06766883665347,349.9147799075381,426.52186008440685,89,0.00059333363,0.00615168307584,-835.0171739278694,,-76.60708017686875
12.983,266,224,261,2,2,19,109,,,69.45971785377748,76.3052996509715,70.22094355481465,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
13.084,265,224,262,2,2,20,110,,,69.61094256982153,76.3052996509715,70.06766883665347,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
13.185,265,225,261,1,1,19,109,,,69.61094256982153,76.12895921888241,70.22094355481465,426.52186008440685,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
13.285,266,226,261,2,3,20,109,,,69.45971785377748,75.95335767994277,70.22094355481465,349.9147799075381,312.3756795479892,89,0.00059333363,0.00615168307584,409.1761939190831,,37.53910035954891
13.386,264,225,261,3,3,19,109,,,69.76267294804126,76.12895921888241,70.22094355481465,312.3756795479892,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
13.487,263,225,261,2,1,17,108,,,69.91491351144026,76.12895921888241,70.22094355481465,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
13.587,265,223,262,1,2,19,109,,,69.61094256982153,76.48238653933203,70.06766883665347,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
13.688,266,224,262,2,2,17,109,,,69.45971785377748,76.3052996509715,70.06766883665347,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
13.789,265,224,261,2,3,18,109,,,69.61094256982153,76.3052996509715,70.22094355481465,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
13.89,265,224,262,3,2,17,110,,,69.61094256982153,76.3052996509715,70.06766883665347,312.3756795479892,349.9147799075381,93,0.00062000031,0.006428163214079999,-409.1761939190831,,-37.53910035954891
13.99,265,225,260,3,2,18,108,,,69.61094256982153,76.12895921888241,70.37474235244133,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
14.091,265,224,261,3,3,18,110,,,69.61094256982153,76.3052996509715,70.22094355481465,312.3756795479892,312.3756795479892,92,0.00061333364,0.0063590431795199995,0.0,,0.0
14.192,265,223,262,3,2,17,110,,,69.61094256982153,76.48238653933203,70.06766883665347,312.3756795479892,349.9147799075381,93,0.00062000031,0.006428163214079999,-409.1761939190831,,-37.53910035954891
14.293,265,224,260,3,2,18,110,,,69.61094256982153,76.3052996509715,70.37474235244133,312.3756795479892,349.9147799075381,92,0.00061333364,0.0063590431795199995,-409.1761939190831,,-37.53910035954891
14.393,265,225,261,3,2,19,110,,,69.61094256982153,76.12895921888241,70.22094355481465,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
14.495,260,219,256,3,2,20,108,,,70.37474235244133,77.19835371617438,70.99527405744965,312.3756795479892,349.9147799075381,88,0.00058666696,0.0060825630412799985,-409.1761939190831,,-37.53910035954891
14.595,264,225,261,2,2,19,109,,,69.76267294804126,76.12895921888241,70.22094355481465,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
14.696,264,224,260,2,1,19,110,,,69.76267294804126,76.3052996509715,70.37474235244133,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
14.797,266,224,261,2,1,19,109,,,69.45971785377748,76.3052996509715,70.22094355481465,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
14.898,262,224,260,1,1,19,110,,,70.06766883665347,76.3052996509715,70.37474235244133,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
