seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power,T1_F,T2_F,T3_F,fluid_in_F,fluid_out_F,P_in_psi,P_out_psi,delta_p,pump_power_calc,pump_cost_per_day,Q_dot,efficiency,delta_T
4.522,705,717,728,485,497,101,113,,,28.650378305105278,28.90746093070436,29.148639550549603,24.530975555613736,24.74334207442797,21.939828391441296,24.54654067557293,12,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
4.622,705,717,729,486,497,97,114,,,28.650378305105278,28.90746093070436,29.17084480300258,24.54867772090239,24.74334207442797,21.07092429673075,24.763766699250567,17,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
4.723,705,714,729,485,496,101,112,,,28.650378305105278,28.842624220791095,29.17084480300258,24.530975555613736,24.725647330794345,21.939828391441296,24.329314651895295,11,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
4.823,704,713,729,485,496,106,114,,,28.629219803253477,28.82109772511592,29.17084480300258,24.530975555613736,24.725647330794345,23.02595850982948,24.763766699250567,8,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
4.924,701,717,729,484,498,99,113,,,28.565978197809898,28.90746093070436,29.17084480300258,24.51327190007072,24.76103695727778,21.50537634408602,24.54654067557293,14,4.88,50.59583999999999,2.700639123556971,62.459016393442624,-0.24776505720706155
5.024,809,814,826,600,609,107,112,,,31.147771656902478,31.28845791938801,31.637225852857682,26.591809410844974,26.758521085065354,23.243184533507115,24.329314651895295,5,4.88,50.59583999999999,1.8171572490021448,62.459016393442624,-0.16671167422038025
5.125,702,715,726,484,496,98,114,,,28.58702007521157,28.864193346577167,29.10437257196304,24.51327190007072,24.725647330794345,21.288150320408388,24.763766699250567,16,4.88,50.59583999999999,2.314892194887517,62.459016393442624,-0.2123754307236254
5.226,786,802,811,570,584,104,113,,,30.531270571034838,30.955022862970964,31.203735988771825,26.044294712524675,26.29838497411953,22.591506462474204,24.54654067557293,9,4.88,50.59583999999999,2.7695838513839077,62.459016393442624,-0.25409026159485393
5.327,799,808,814,586,596,96,113,,,30.873845979764326,31.11994140715217,31.28845791938801,26.334874100677837,26.51811640774781,20.853698273053112,24.54654067557293,17,4.88,50.59583999999999,1.997341147062724,62.459016393442624,-0.18324230706997469
5.428,787,803,811,574,587,100,111,,,30.55711753783652,30.98226862909553,31.203735988771825,26.1166661859246,26.353137857964327,21.722602367763656,24.11208862821766,11,4.88,50.59583999999999,2.577541225233023,62.459016393442624,-0.23647167203972685
5.529,791,803,811,571,583,103,114,,,30.661325378699985,30.98226862909553,31.203735988771825,26.062371645094686,26.28015928754371,22.374280438796568,24.763766699250567,11,4.88,50.59583999999999,2.373885302694373,62.459016393442624,-0.21778764244902504
5.63,812,825,828,610,627,100,112,,,31.23187216961213,31.60752740500851,31.696986616369713,26.7771257332019,27.09613205845966,21.722602367763656,24.329314651895295,12,4.88,50.59583999999999,3.477168945309586,62.459016393442624,-0.3190063252577602
5.731,782,792,802,562,574,108,113,,,30.42867957156966,30.687586305309196,30.955022862970964,25.900040048705364,26.1166661859246,23.460410557184748,24.54654067557293,5,4.88,50.59583999999999,2.3612248956896793,62.459016393442624,-0.21662613721923663
5.831,705,716,726,485,497,98,113,,,28.650378305105278,28.885805462222777,29.10437257196304,24.530975555613736,24.74334207442797,21.288150320408388,24.54654067557293,15,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
5.932,703,715,725,485,496,104,114,,,28.608100502281957,28.864193346577167,29.082310038860555,24.530975555613736,24.725647330794345,22.591506462474204,24.763766699250567,10,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
6.033,705,717,729,484,498,97,116,,,28.650378305105278,28.90746093070436,29.17084480300258,24.51327190007072,24.76103695727778,21.07092429673075,25.19821874660584,19,4.88,50.59583999999999,2.700639123556971,62.459016393442624,-0.24776505720706155
6.133,705,717,728,485,497,101,112,,,28.650378305105278,28.90746093070436,29.148639550549603,24.530975555613736,24.74334207442797,21.939828391441296,24.329314651895295,11,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
6.234,704,715,727,486,496,106,114,,,28.629219803253477,28.864193346577167,29.12648227533316,24.54867772090239,24.725647330794345,23.02595850982948,24.763766699250567,8,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
6.334,704,716,727,486,496,100,112,,,28.629219803253477,28.885805462222777,29.12648227533316,24.54867772090239,24.725647330794345,21.722602367763656,24.329314651895295,12,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
6.435,703,716,725,485,496,107,112,,,28.608100502281957,28.885805462222777,29.082310038860555,24.530975555613736,24.725647330794345,23.243184533507115,24.329314651895295,5,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
6.535,703,713,729,486,496,98,113,,,28.608100502281957,28.82109772511592,29.17084480300258,24.54867772090239,24.725647330794345,21.288150320408388,24.54654067557293,15,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
6.636,703,716,728,486,497,104,114,,,28.608100502281957,28.885805462222777,29.148639550549603,24.54867772090239,24.74334207442797,22.591506462474204,24.763766699250567,10,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
6.736,701,712,729,485,496,97,113,,,28.565978197809898,28.799613502987256,29.17084480300258,24.530975555613736,24.725647330794345,21.07092429673075,24.54654067557293,16,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
6.837,703,715,727,485,497,102,112,,,28.608100502281957,28.864193346577167,29.12648227533316,24.530975555613736,24.74334207442797,22.15705441511893,24.329314651895295,10,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
6.937,704,716,727,486,497,107,113,,,28.629219803253477,28.885805462222777,29.12648227533316,24.54867772090239,24.74334207442797,23.243184533507115,24.54654067557293,6,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
7.038,703,715,728,486,498,98,112,,,28.608100502281957,28.864193346577167,29.148639550549603,24.54867772090239,24.76103695727778,21.288150320408388,24.329314651895295,14,4.88,50.59583999999999,2.3147156764917667,62.459016393442624,-0.21235923637539145
7.138,702,716,727,486,497,103,114,,,28.58702007521157,28.885805462222777,29.12648227533316,24.54867772090239,24.74334207442797,22.374280438796568,24.763766699250567,11,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
7.239,704,715,727,486,497,95,114,,,28.629219803253477,28.864193346577167,29.12648227533316,24.54867772090239,24.74334207442797,20.636472249375476,24.763766699250567,19,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
7.339,701,712,727,486,496,103,112,,,28.565978197809898,28.799613502987256,29.12648227533316,24.54867772090239,24.725647330794345,22.374280438796568,24.329314651895295,9,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
7.44,703,716,724,485,496,96,114,,,28.608100502281957,28.885805462222777,29.06029427820539,24.530975555613736,24.725647330794345,20.853698273053112,24.763766699250567,18,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
7.541,704,716,726,485,497,100,113,,,28.629219803253477,28.885805462222777,29.10437257196304,24.530975555613736,24.74334207442797,21.722602367763656,24.54654067557293,13,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
7.641,700,712,727,482,498,104,114,,,28.54497454855482,28.799613502987256,29.12648227533316,24.477859572929162,24.76103695727778,22.591506462474204,24.763766699250567,10,4.88,50.59583999999999,3.0866334893999468,62.459016393442624,-0.28317738434861894
7.742,700,711,727,484,497,101,113,,,28.54497454855482,28.77817120098183,29.12648227533316,24.51327190007072,24.74334207442797,21.939828391441296,24.54654067557293,12,4.88,50.59583999999999,2.507764900494044,62.459016393442624,-0.23007017435725174
7.842,703,715,726,486,498,108,112,,,28.608100502281957,28.864193346577167,29.10437257196304,24.54867772090239,24.76103695727778,23.460410557184748,24.329314651895295,4,4.88,50.59583999999999,2.3147156764917667,62.459016393442624,-0.21235923637539145
7.943,703,715,726,485,496,96,114,,,28.608100502281957,28.864193346577167,29.10437257196304,24.530975555613736,24.725647330794345,20.853698273053112,24.763766699250567,18,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
8.043,703,714,727,483,498,100,111,,,28.608100502281957,28.842624220791095,29.12648227533316,24.49556661797709,24.76103695727778,21.722602367763656,24.11208862821766,11,4.88,50.59583999999999,2.8936266983775343,62.459016393442624,-0.2654703393006912
8.144,703,715,727,486,496,98,113,,,28.608100502281957,28.864193346577167,29.12648227533316,24.54867772090239,24.725647330794345,21.288150320408388,24.54654067557293,15,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
8.245,701,716,724,484,497,101,112,,,28.565978197809898,28.885805462222777,29.06029427820539,24.51327190007072,24.74334207442797,21.939828391441296,24.329314651895295,11,4.88,50.59583999999999,2.507764900494044,62.459016393442624,-0.23007017435725174
8.345,702,714,726,486,497,99,113,,,28.58702007521157,28.842624220791095,29.10437257196304,24.54867772090239,24.74334207442797,21.50537634408602,24.54654067557293,14,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
8.446,703,715,725,484,498,101,112,,,28.608100502281957,28.864193346577167,29.082310038860555,24.51327190007072,24.76103695727778,21.939828391441296,24.329314651895295,11,4.88,50.59583999999999,2.700639123556971,62.459016393442624,-0.24776505720706155
8.546,699,713,727,486,497,107,114,,,28.524008808599035,28.82109772511592,29.12648227533316,24.54867772090239,24.74334207442797,23.243184533507115,24.763766699250567,7,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
8.647,701,712,726,484,498,99,115,,,28.565978197809898,28.799613502987256,29.10437257196304,24.51327190007072,24.76103695727778,21.50537634408602,24.980992722928207,16,4.88,50.59583999999999,2.700639123556971,62.459016393442624,-0.24776505720706155
8.747,703,715,728,485,497,106,111,,,28.608100502281957,28.864193346577167,29.148639550549603,24.530975555613736,24.74334207442797,23.02595850982948,24.11208862821766,5,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
8.848,700,713,727,485,497,95,113,,,28.54497454855482,28.82109772511592,29.12648227533316,24.530975555613736,24.74334207442797,20.636472249375476,24.54654067557293,18,4.88,50.59583999999999,2.314795055075166,62.459016393442624,-0.2123665188142354
8.949,702,713,726,484,497,100,114,,,28.58702007521157,28.82109772511592,29.10437257196304,24.51327190007072,24.74334207442797,21.722602367763656,24.763766699250567,14,4.88,50.59583999999999,2.507764900494044,62.459016393442624,-0.23007017435725174
9.049,698,714,727,483,497,103,113,,,28.503080661734828,28.842624220791095,29.12648227533316,24.49556661797709,24.74334207442797,22.374280438796568,24.54654067557293,10,4.88,50.59583999999999,2.7007524753146073,62.459016393442624,-0.2477754564508814
9.15,702,713,724,485,496,100,112,,,28.58702007521157,28.82109772511592,29.06029427820539,24.530975555613736,24.725647330794345,21.722602367763656,24.329314651895295,12,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
9.25,702,715,725,486,496,108,114,,,28.58702007521157,28.864193346577167,29.082310038860555,24.54867772090239,24.725647330794345,23.460410557184748,24.763766699250567,6,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
9.351,700,712,727,484,498,95,114,,,28.54497454855482,28.799613502987256,29.12648227533316,24.51327190007072,24.76103695727778,20.636472249375476,24.763766699250567,19,4.88,50.59583999999999,2.700639123556971,62.459016393442624,-0.24776505720706155
9.452,701,714,726,486,496,106,113,,,28.565978197809898,28.842624220791095,29.10437257196304,24.54867772090239,24.725647330794345,23.02595850982948,24.54654067557293,7,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
9.553,703,713,722,486,496,93,114,,,28.608100502281957,28.82109772511592,29.01640150143379,24.54867772090239,24.725647330794345,20.202020202020204,24.763766699250567,21,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
9.654,698,710,725,486,496,101,112,,,28.503080661734828,28.756770468775414,29.082310038860555,24.54867772090239,24.725647330794345,21.939828391441296,24.329314651895295,11,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
9.754,700,712,726,485,496,100,114,,,28.54497454855482,28.799613502987256,29.10437257196304,24.530975555613736,24.725647330794345,21.722602367763656,24.763766699250567,14,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
9.855,701,714,726,486,497,101,112,,,28.565978197809898,28.842624220791095,29.10437257196304,24.54867772090239,24.74334207442797,21.939828391441296,24.329314651895295,11,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
9.955,700,714,725,486,497,107,113,,,28.54497454855482,28.842624220791095,29.082310038860555,24.54867772090239,24.74334207442797,23.243184533507115,24.54654067557293,6,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
10.057,698,713,725,486,497,99,113,,,28.503080661734828,28.82109772511592,29.082310038860555,24.54867772090239,24.74334207442797,21.50537634408602,24.54654067557293,14,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
10.157,698,710,726,484,497,107,114,,,28.503080661734828,28.756770468775414,29.10437257196304,24.51327190007072,24.74334207442797,23.243184533507115,24.763766699250567,7,4.88,50.59583999999999,2.507764900494044,62.459016393442624,-0.23007017435725174
10.258,701,713,724,485,496,96,113,,,28.565978197809898,28.82109772511592,29.06029427820539,24.530975555613736,24.725647330794345,20.853698273053112,24.54654067557293,17,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
10.359,700,710,725,484,497,104,113,,,28.54497454855482,28.756770468775414,29.082310038860555,24.51327190007072,24.74334207442797,22.591506462474204,24.54654067557293,9,4.88,50.59583999999999,2.507764900494044,62.459016393442624,-0.23007017435725174
10.459,702,714,722,486,496,96,114,,,28.58702007521157,28.842624220791095,29.01640150143379,24.54867772090239,24.725647330794345,20.853698273053112,24.763766699250567,18,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
10.56,703,715,725,486,497,105,114,,,28.608100502281957,28.864193346577167,29.082310038860555,24.54867772090239,24.74334207442797,22.80873248615184,24.763766699250567,9,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
10.66,698,710,725,486,497,96,114,,,28.503080661734828,28.756770468775414,29.082310038860555,24.54867772090239,24.74334207442797,20.853698273053112,24.763766699250567,18,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
10.761,700,712,722,486,496,102,112,,,28.54497454855482,28.799613502987256,29.01640150143379,24.54867772090239,24.725647330794345,22.15705441511893,24.329314651895295,10,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
10.862,702,714,722,486,496,96,114,,,28.58702007521157,28.842624220791095,29.01640150143379,24.54867772090239,24.725647330794345,20.853698273053112,24.763766699250567,18,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
10.962,701,713,721,485,496,101,110,,,28.565978197809898,28.82109772511592,28.994523708001623,24.530975555613736,24.725647330794345,21.939828391441296,23.894862604540023,9,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
11.063,703,713,724,485,496,104,116,,,28.608100502281957,28.82109772511592,29.06029427820539,24.530975555613736,24.725647330794345,22.591506462474204,25.19821874660584,12,4.88,50.59583999999999,2.121922349468639,62.459016393442624,-0.19467177518060907
11.164,701,713,724,486,497,99,111,,,28.565978197809898,28.82109772511592,29.06029427820539,24.54867772090239,24.74334207442797,21.50537634408602,24.11208862821766,12,4.88,50.59583999999999,2.12184145342884,62.459016393442624,-0.19466435352558165
11.264,702,713,721,485,495,108,113,,,28.58702007521157,28.82109772511592,28.994523708001623,24.530975555613736,24.707952590878392,23.460410557184748,24.54654067557293,5,4.88,50.59583999999999,1.9290496843847507,62.459016393442624,-0.17697703526465602
11.365,701,713,724,487,496,96,115,,,28.565978197809898,28.82109772511592,29.06029427820539,24.566378532131694,24.725647330794345,20.853698273053112,24.980992722928207,19,4.88,50.59583999999999,1.7360299054229018,62.459016393442624,-0.15926879866265153
11.466,701,712,724,484,497,102,113,,,28.565978197809898,28.799613502987256,29.06029427820539,24.51327190007072,24.74334207442797,22.15705441511893,24.54654067557293,11,4.88,50.59583999999999,2.507764900494044,62.459016393442624,-0.23007017435725174
11.566,702,713,723,486,496,96,114,,,28.58702007521157,28.82109772511592,29.038324895883022,24.54867772090239,24.725647330794345,20.853698273053112,24.763766699250567,18,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
11.667,701,712,722,486,496,101,114,,,28.565978197809898,28.799613502987256,29.01640150143379,24.54867772090239,24.725647330794345,21.939828391441296,24.763766699250567,13,4.88,50.59583999999999,1.928968747822313,62.459016393442624,-0.17696960989195532
11.767,701,713,725,487,497,96,113,,,28.565978197809898,28.82109772511592,29.082310038860555,24.566378532131694,24.74334207442797,20.853698273053112,24.54654067557293,17,4.88,50.59583999999999,1.9289026110294287,62.459016393442624,-0.17696354229627786
