seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
9.569,328,328,333,325,324,106,118,,
9.67,329,327,333,324,325,97,129,,
9.771,329,328,333,326,324,103,121,,
9.871,330,328,331,324,325,97,129,,
9.972,330,329,333,326,325,103,123,,
10.072,329,326,333,324,325,96,125,,
10.173,330,329,333,325,322,104,124,,
10.273,330,328,332,326,324,100,124,,
10.374,328,328,333,324,325,105,128,,
10.474,329,328,333,326,324,103,121,,
10.575,328,328,334,326,324,100,128,,
10.675,329,329,332,326,325,106,121,,
10.776,328,328,333,324,325,101,127,,
10.876,329,327,332,325,323,108,120,,
10.977,329,327,333,324,325,101,130,,
11.077,328,329,333,326,325,107,120,,
11.178,329,328,331,326,324,103,128,,
11.279,329,329,332,326,324,104,119,,
11.379,330,328,332,325,325,101,128,,
11.48,329,328,332,326,324,108,120,,
11.58,330,328,331,326,324,99,129,,
11.681,330,328,333,326,324,105,120,,
11.781,329,329,333,325,324,97,128,,
11.882,328,328,333,325,325,104,123,,
11.982,330,328,332,326,324,97,128,,
12.083,329,328,333,325,324,104,124,,
12.183,328,328,332,324,324,98,127,,
12.284,329,328,333,325,324,104,125,,
12.385,330,327,333,324,324,100,126,,
12.485,329,327,333,324,325,104,125,,
12.586,330,328,332,326,324,101,126,,
12.686,329,328,332,326,324,102,127,,
12.787,328,328,333,325,325,100,124,,
12.888,329,328,332,326,325,102,127,,
12.988,330,328,333,326,324,107,119,,
13.089,329,328,333,326,323,98,128,,
13.19,329,328,333,325,325,105,120,,
13.29,329,326,334,325,325,97,128,,
13.391,329,328,332,326,324,103,123,,
13.492,330,328,332,325,323,99,127,,
13.592,329,327,333,325,324,104,124,,
13.693,330,328,332,326,325,104,123,,
13.793,328,327,334,326,324,101,128,,
13.894,328,328,332,325,324,108,120,,
13.994,330,328,333,326,324,101,127,,
14.095,329,329,332,325,324,108,119,,
14.195,330,329,333,325,324,98,128,,
14.296,328,326,333,325,324,105,121,,
14.396,329,328,330,325,324,96,129,,
14.497,329,328,333,326,324,104,121,,
14.597,330,329,333,326,324,96,129,,
14.698,329,328,334,326,323,104,123,,
14.799,329,328,332,324,324,97,127,,
14.899,329,328,333,325,325,104,123,,
15.0,329,327,333,326,323,97,129,,
15.101,328,327,333,324,325,104,122,,
15.201,329,327,333,325,323,96,128,,
15.302,330,328,331,325,323,104,123,,
15.402,329,327,333,324,325,97,127,,
15.503,329,328,333,325,324,103,125,,
15.603,329,329,331,325,325,103,122,,
15.704,329,327,333,324,325,101,130,,
15.804,330,329,333,326,324,107,119,,
15.905,330,328,332,326,324,97,128,,
16.005,328,326,333,324,325,103,121,,
16.106,329,327,334,324,324,99,127,,
16.206,329,327,333,324,324,104,126,,
16.307,328,327,333,326,324,106,122,,
16.407,329,328,333,326,325,99,127,,
16.508,329,328,332,325,324,105,120,,
16.609,329,327,331,325,323,100,127,,
16.709,328,328,333,325,325,108,120,,
16.81,329,328,333,324,325,98,130,,
16.91,329,327,333,324,325,104,122,,
17.011,329,328,332,326,324,99,126,,
17.112,328,327,332,324,324,103,125,,
17.213,329,328,331,326,323,103,122,,
17.314,330,328,332,325,324,101,127,,
17.414,329,327,331,325,324,107,120,,
17.515,329,328,331,326,323,98,129,,
17.615,330,328,332,326,325,103,122,,
17.716,329,327,333,325,325,101,127,,
17.816,329,328,333,326,325,103,125,,
17.917,330,328,333,326,324,106,121,,
18.017,329,327,334,325,324,104,127,,
18.118,329,327,333,325,324,107,119,,
18.219,329,328,333,325,323,98,129,,
18.319,328,328,333,324,325,103,122,,
18.42,329,328,332,326,324,96,128,,
18.52,330,327,332,325,324,104,125,,
18.622,329,328,333,325,324,104,122,,
18.722,329,328,332,325,324,101,127,,
18.823,329,327,333,324,325,107,119,,
18.924,329,328,332,325,324,96,130,,
19.024,329,327,331,325,323,104,120,,
19.125,328,328,331,325,323,100,129,,
19.225,329,327,331,324,323,103,126,,
19.326,329,328,332,326,324,106,124,,
19.426,329,328,333,326,323,103,128,,
19.527,328,326,333,326,324,105,120,,
19.628,329,327,332,325,322,101,129,,
19.728,329,328,333,325,324,108,120,,
19.829,329,328,333,324,324,98,128,,
19.929,329,326,334,324,325,104,120,,
20.03,329,327,332,325,324,97,129,,
20.13,328,326,332,325,324,104,124,,
20.231,329,328,333,326,325,100,125,,
20.331,330,327,332,324,325,104,127,,
20.432,328,328,333,326,324,107,122,,
20.532,328,328,333,326,324,99,127,,
20.633,329,328,332,325,324,107,119,,
20.733,329,328,332,326,324,101,127,,
20.834,330,328,332,325,324,108,119,,
20.935,328,326,333,324,324,98,129,,
21.035,329,327,332,325,324,106,119,,
21.136,328,327,333,324,324,96,129,,
21.236,328,326,332,326,324,105,119,,
21.337,329,327,332,324,323,96,129,,
21.438,329,327,332,325,324,104,120,,
21.538,328,326,333,324,324,96,130,,
21.639,329,327,332,325,324,103,119,,
21.739,328,326,333,326,324,97,128,,
21.84,330,328,332,324,325,104,121,,
21.94,328,328,331,325,324,96,129,,
22.041,329,328,332,324,324,104,122,,
22.141,328,326,332,324,325,97,129,,
22.242,328,327,333,324,324,106,122,,
22.343,329,328,332,325,324,96,128,,
22.443,328,327,333,324,324,103,123,,
22.544,329,328,332,325,324,97,128,,
22.644,329,328,332,326,324,103,126,,
22.745,329,327,331,325,323,106,124,,
22.845,329,327,332,325,324,100,127,,
22.946,328,327,332,325,325,107,120,,
23.046,329,327,332,325,323,97,128,,
23.147,328,327,333,326,325,104,121,,
23.247,329,327,332,324,325,97,126,,
23.348,328,327,333,325,324,104,124,,
23.449,329,327,332,325,323,104,122,,
23.549,329,327,332,326,324,100,129,,
23.65,329,327,332,325,324,105,121,,
23.75,329,326,333,324,324,97,128,,
23.851,329,328,332,325,324,103,124,,
23.951,328,326,333,324,325,104,125,,
24.052,329,328,332,325,324,101,127,,
24.152,328,328,333,325,323,105,118,,
24.253,327,327,333,324,324,96,128,,
24.353,328,326,333,324,324,103,122,,
24.454,329,328,332,325,324,98,127,,
24.555,329,328,332,325,323,103,125,,
24.655,328,328,332,326,324,103,122,,
24.757,328,327,332,325,323,103,127,,
24.857,329,328,332,325,323,107,120,,
24.958,329,326,332,326,323,100,128,,
25.059,329,328,332,325,323,105,120,,
25.159,328,326,333,326,324,96,128,,
25.26,329,327,331,326,323,104,122,,
25.36,329,327,332,325,323,99,126,,
25.461,329,327,332,323,324,103,126,,
25.561,329,328,332,325,323,104,123,,
25.662,329,327,332,324,323,101,128,,
25.763,328,328,332,325,324,108,121,,
25.863,329,327,332,325,324,99,128,,
25.964,330,327,331,325,324,106,120,,
26.064,329,327,332,325,324,96,128,,
26.165,328,327,332,326,324,107,119,,
26.266,328,327,333,324,325,97,128,,
26.366,327,328,333,325,325,105,124,,
26.467,327,327,332,326,324,99,125,,
26.568,328,327,332,325,325,104,124,,
26.668,329,326,332,324,323,102,125,,
26.769,329,327,333,325,322,103,127,,
26.87,328,328,333,325,324,107,119,,
26.97,329,326,332,325,324,100,129,,
27.071,329,328,331,324,324,107,119,,
27.171,329,326,332,325,323,97,129,,
27.272,328,328,332,324,324,104,120,,
27.373,329,327,332,325,324,97,127,,
27.474,329,325,332,325,324,104,124,,
27.574,329,326,332,325,324,99,126,,
27.675,328,328,333,325,324,104,125,,
27.776,329,326,332,324,325,104,120,,
27.876,328,327,333,324,324,102,127,,
27.977,329,327,332,325,323,108,119,,
28.077,328,328,332,324,325,98,128,,
28.178,328,327,330,325,323,105,120,,
28.279,329,328,332,325,324,97,129,,
28.379,328,328,333,325,324,104,124,,
28.48,329,326,332,324,322,102,127,,
28.58,329,327,333,325,324,103,125,,
28.681,327,327,332,325,322,107,124,,
28.782,329,328,331,325,323,102,126,,
28.882,329,327,332,325,323,108,120,,
28.983,328,326,332,324,324,99,128,,
29.084,329,328,333,325,324,106,119,,
29.184,329,328,332,325,324,101,128,,
29.285,329,326,332,325,324,108,119,,
29.385,328,327,333,325,324,101,128,,
29.486,329,327,332,325,324,109,119,,
29.586,329,327,332,325,323,98,129,,
29.687,329,326,332,325,323,104,121,,
29.788,329,327,332,325,324,98,127,,
29.889,329,326,332,324,322,104,124,,
29.989,328,327,331,324,323,102,125,,
30.09,329,327,332,325,323,104,126,,
30.191,328,326,332,324,324,106,122,,
30.291,328,327,332,325,324,105,128,,
30.392,329,327,332,324,322,106,119,,
30.493,328,328,331,324,324,101,127,,
30.593,329,326,332,324,324,109,119,,
30.694,328,327,333,324,324,100,127,,
30.794,329,327,331,324,323,108,118,,
30.895,328,327,332,325,324,99,127,,
30.996,328,326,333,324,324,107,120,,
31.096,329,328,332,324,325,97,129,,
31.198,329,326,332,324,324,104,121,,
31.298,329,327,332,325,324,97,127,,
31.399,328,327,332,325,324,103,125,,
31.5,329,327,331,325,322,104,125,,
31.6,329,327,331,326,322,101,127,,
31.701,328,327,332,326,325,107,119,,
31.801,327,327,332,325,324,98,126,,
31.902,328,327,332,325,323,104,120,,
32.002,327,327,332,325,322,97,129,,
32.103,328,326,333,325,324,104,120,,
32.203,328,328,331,325,323,96,127,,
32.304,329,327,331,325,323,103,123,,
32.404,329,327,332,324,324,96,127,,
32.505,329,327,332,325,324,104,127,,
32.605,329,328,331,325,323,101,125,,
32.707,327,326,332,324,323,102,128,,
32.81,328,327,330,324,324,107,120,,
32.911,329,327,331,325,324,98,128,,
33.011,328,328,331,325,323,104,121,,
33.112,329,327,332,325,323,98,129,,
33.212,329,328,331,325,323,104,125,,
33.313,329,327,332,325,323,105,123,,
33.413,327,326,332,325,325,100,128,,
33.514,329,326,333,324,324,108,119,,
33.615,327,327,332,324,324,96,129,,
33.715,329,327,331,325,324,106,120,,
33.816,328,327,332,325,324,97,129,,
33.916,329,326,331,324,324,104,124,,
34.017,329,327,332,325,324,98,127,,
34.117,328,327,331,325,323,103,127,,
34.218,327,326,332,325,324,102,122,,
34.318,328,327,333,324,323,101,128,,
34.419,328,328,333,325,323,107,119,,
34.52,328,326,332,324,324,99,128,,
34.62,329,327,331,325,323,107,118,,
34.721,329,327,332,324,325,98,129,,
34.821,327,326,332,324,324,107,119,,
34.922,328,326,332,323,325,100,128,,
35.023,328,326,330,324,324,107,119,,
35.124,328,327,331,325,324,99,128,,
35.224,328,327,332,326,322,108,119,,
35.325,328,327,332,325,323,97,127,,
35.425,328,327,331,325,323,104,123,,
35.526,328,325,332,324,324,97,127,,
35.627,328,326,332,324,324,105,126,,
35.727,329,326,332,324,325,105,122,,
35.828,329,327,332,324,324,100,126,,
35.928,327,326,332,324,324,107,120,,
36.029,329,326,332,325,324,96,129,,
36.129,328,326,332,325,323,103,122,,
36.23,329,327,332,324,323,99,128,,
36.33,327,326,332,325,323,103,124,,
36.431,329,327,332,325,324,98,124,,
36.532,328,327,331,323,324,104,126,,
36.632,329,326,331,324,324,104,122,,
36.733,328,327,332,325,323,101,128,,
36.833,328,326,332,323,324,107,119,,
36.934,328,327,331,324,324,97,128,,
37.034,329,327,330,324,322,104,122,,
37.135,327,326,333,324,323,100,127,,
37.235,328,326,332,324,323,103,126,,
37.336,328,327,332,323,324,108,121,,
37.436,329,327,331,325,322,98,127,,
37.537,329,326,332,324,324,105,119,,
37.638,328,326,332,324,323,97,127,,
37.739,328,325,332,324,324,105,122,,
37.839,327,326,332,324,324,97,127,,
37.94,329,326,332,323,324,103,127,,
38.04,327,327,332,325,322,102,123,,
38.141,328,326,333,323,325,104,127,,
38.241,328,326,333,325,324,107,121,,
38.342,329,326,332,323,324,99,128,,
38.443,327,327,332,324,324,105,120,,
38.543,329,327,331,323,324,97,130,,
38.644,329,327,332,325,323,103,122,,
38.744,328,326,331,323,324,101,127,,
38.845,329,327,332,324,324,104,126,,
38.946,329,327,331,324,322,99,123,,
39.046,328,326,330,324,324,103,128,,
39.147,328,326,333,324,324,106,121,,
39.247,329,325,332,324,325,100,129,,
39.348,328,326,333,324,324,107,121,,
39.448,327,326,332,323,324,97,129,,
39.549,328,325,333,323,324,103,125,,
39.649,327,326,332,324,324,101,125,,
39.75,328,327,332,325,324,102,126,,
39.85,328,327,332,324,323,107,120,,
39.951,329,326,332,323,323,98,128,,
40.052,329,327,331,324,323,103,121,,
40.152,329,326,331,324,322,101,127,,
40.253,328,327,332,324,323,102,126,,
40.354,328,326,332,322,324,107,123,,
40.454,327,326,332,324,324,101,128,,
40.556,327,326,332,325,323,104,119,,
40.657,328,327,330,324,322,96,129,,
40.757,328,327,332,325,324,104,124,,
40.858,328,325,333,323,324,101,124,,
40.959,329,327,330,325,322,103,129,,
41.06,326,327,331,325,323,107,119,,
41.16,328,326,332,323,324,96,130,,
41.261,328,327,330,324,321,103,123,,
41.362,328,326,332,325,323,101,125,,
41.462,329,327,331,324,324,102,127,,
41.563,328,327,332,325,324,107,120,,
41.664,328,327,332,324,324,98,128,,
41.765,328,327,332,324,323,102,121,,
41.865,328,327,332,324,324,101,127,,
41.966,329,327,330,325,322,103,125,,
42.066,327,326,332,323,324,107,124,,
42.167,329,326,332,324,324,99,128,,
42.267,327,326,331,324,324,107,119,,
42.368,328,326,332,323,324,97,128,,
42.469,328,325,331,322,322,103,124,,
42.569,328,327,332,324,324,101,126,,
42.67,328,327,330,325,322,102,126,,
42.77,328,326,332,324,323,107,120,,
42.871,329,327,332,324,323,98,128,,
42.972,328,327,331,325,322,102,120,,
43.072,328,327,332,324,323,99,128,,
43.173,328,327,332,324,323,103,127,,
43.274,328,326,332,324,324,108,121,,
43.374,328,327,330,324,322,97,127,,
43.475,328,327,332,325,323,103,119,,
43.575,328,327,332,324,323,96,129,,
43.676,328,327,332,324,323,102,124,,
43.777,329,327,331,324,323,97,126,,
43.877,329,327,331,325,322,104,126,,
43.978,328,327,333,325,323,103,122,,
44.079,328,327,332,325,323,102,127,,
44.18,329,327,331,322,324,107,120,,
44.28,327,325,332,323,324,99,130,,
44.381,329,327,332,325,323,106,118,,
44.482,328,327,331,325,323,97,129,,
44.582,327,326,332,324,324,105,119,,
44.683,328,327,331,324,323,96,128,,
44.783,328,327,332,325,323,104,120,,
44.884,327,326,332,324,324,97,130,,
44.985,326,326,332,324,324,107,119,,
45.085,327,326,332,324,324,98,128,,
45.186,329,326,331,325,323,104,120,,
45.287,327,325,332,325,322,97,130,,
45.388,328,327,332,324,323,105,120,,
45.489,328,325,332,323,323,97,129,,
45.589,328,326,331,325,323,104,124,,
45.69,328,326,332,324,323,98,126,,
45.79,328,327,330,324,322,104,127,,
45.891,327,324,332,323,324,105,123,,
45.992,328,327,331,324,323,101,127,,
46.092,328,327,332,325,324,108,120,,
46.193,329,327,331,324,323,98,127,,
46.293,328,326,330,324,322,105,119,,
46.394,328,326,331,324,322,97,130,,
46.494,328,326,331,323,323,106,121,,
46.595,328,326,332,324,323,96,128,,
46.696,328,327,331,324,324,104,120,,
46.796,326,327,332,325,323,98,128,,
46.898,328,325,331,324,322,104,125,,
46.998,328,326,331,323,323,101,122,,
47.099,328,327,330,324,322,101,127,,
47.199,328,326,330,324,322,107,120,,
47.3,328,325,331,323,324,98,128,,
47.401,328,326,331,323,323,103,120,,
47.501,328,326,332,323,324,97,129,,
47.602,328,327,331,324,323,104,125,,
47.702,328,327,331,324,323,106,125,,
47.803,327,326,331,325,323,99,127,,
47.904,328,327,332,325,323,104,119,,
48.004,328,327,331,324,323,96,128,,
48.105,329,327,331,324,323,104,122,,
48.205,327,325,331,323,323,98,129,,
48.306,328,326,330,324,323,104,127,,
48.406,329,327,331,324,323,105,121,,
48.507,326,325,332,324,323,99,129,,
48.608,328,326,331,322,323,106,120,,
48.708,327,326,331,324,322,97,129,,
48.809,328,326,332,324,323,102,124,,
48.909,328,327,330,324,322,104,124,,
49.01,327,326,330,324,323,101,127,,
49.113,328,327,332,324,323,106,119,,
49.214,328,327,331,324,322,97,129,,
49.315,328,326,330,324,323,103,123,,
49.415,328,326,330,324,322,102,128,,
49.516,327,325,332,323,323,102,127,,
49.617,327,327,332,324,324,108,121,,
49.717,326,326,331,324,324,96,127,,
49.818,328,325,331,324,323,107,121,,
49.919,326,327,331,323,324,96,129,,
50.02,328,326,331,323,324,103,125,,
50.121,328,326,332,324,322,99,124,,
50.222,326,326,331,323,323,104,127,,
50.322,328,327,331,324,322,102,121,,
50.423,328,327,331,324,322,102,127,,
50.523,328,326,330,324,323,107,121,,
50.624,328,326,329,324,322,100,128,,
50.724,328,327,331,325,322,106,119,,
50.825,327,325,331,324,323,96,129,,
50.926,328,327,331,323,321,103,122,,
51.027,328,326,331,324,322,101,127,,
51.127,328,326,331,324,323,102,126,,
51.228,327,326,332,324,323,106,122,,
51.328,327,326,331,324,323,103,128,,
51.429,328,326,331,324,322,108,118,,
51.53,326,327,331,324,323,99,127,,
51.63,329,327,330,325,322,104,121,,
51.731,328,326,331,324,323,97,126,,
51.831,326,326,331,324,323,103,125,,
51.932,327,326,332,323,323,104,124,,
52.032,328,326,330,323,322,100,127,,
52.133,328,326,331,325,323,107,120,,
52.234,328,327,330,324,322,97,128,,
52.335,328,327,331,324,323,103,121,,
52.435,327,326,331,324,322,100,126,,
52.536,328,326,330,324,323,104,125,,
52.637,327,325,332,323,324,106,124,,
52.737,328,326,331,322,323,100,128,,
52.838,327,326,331,324,323,108,119,,
52.938,328,327,331,324,323,98,129,,
53.039,328,326,330,324,321,105,122,,
53.14,327,324,331,323,323,97,130,,
53.24,328,327,332,324,323,103,124,,
53.341,327,326,331,324,322,97,127,,
53.441,327,325,332,323,323,105,126,,
53.542,327,327,330,325,323,100,125,,
53.643,328,326,330,324,322,103,126,,
53.743,327,327,330,322,323,107,121,,
53.844,328,326,330,324,322,99,128,,
53.945,328,326,329,324,322,105,120,,
54.045,328,326,331,324,322,97,129,,
54.146,328,327,330,324,321,104,123,,
54.246,328,326,331,324,323,98,128,,
54.347,327,326,332,324,323,102,126,,
54.448,328,327,330,324,322,103,122,,
54.548,327,327,331,324,323,102,127,,
54.649,327,326,331,322,321,108,120,,
54.75,326,326,331,324,322,97,129,,
54.851,327,325,331,323,323,104,120,,
54.951,328,326,330,324,323,96,129,,
55.052,327,326,331,325,323,103,123,,
55.153,328,324,332,324,323,101,125,,
55.254,326,325,331,323,323,103,127,,
55.354,327,326,331,324,323,105,122,,
55.455,327,326,331,324,323,101,128,,
55.555,327,324,331,322,323,107,121,,
55.656,327,327,331,324,323,100,128,,
55.757,328,326,330,324,322,104,121,,
55.857,328,327,330,323,322,101,128,,
55.958,328,325,331,324,322,107,118,,
56.058,327,325,331,323,323,100,128,,
56.159,327,326,330,323,322,107,121,,
56.26,328,326,331,324,322,99,127,,
56.36,327,325,330,324,323,100,126,,
56.461,328,327,331,324,323,102,125,,
56.561,328,327,330,325,321,106,121,,
56.662,327,324,332,324,323,105,125,,
56.763,328,326,331,323,323,98,125,,
56.863,328,326,330,324,324,100,126,,
56.964,328,327,331,323,321,101,122,,
57.064,328,327,331,324,323,106,121,,
57.165,328,326,331,325,323,107,127,,
57.265,327,326,330,323,321,100,127,,
57.366,328,325,331,323,324,101,126,,
57.467,328,326,330,324,322,106,121,,
57.568,327,324,331,322,322,106,126,,
57.669,327,325,331,322,323,98,128,,
57.769,328,326,331,325,323,101,126,,
57.87,328,327,330,323,323,102,122,,
57.97,328,327,332,323,323,109,122,,
58.071,327,325,331,323,323,101,126,,
58.171,326,325,331,324,323,100,126,,
58.272,328,326,332,322,323,102,126,,
58.372,328,327,331,324,323,105,122,,
58.473,328,327,331,324,323,107,125,,
58.574,328,327,331,324,322,97,126,,
58.674,327,326,330,324,323,102,126,,
58.775,328,326,330,324,323,107,123,,
58.876,326,326,331,323,323,103,125,,
58.977,327,325,331,324,322,100,126,,
59.077,328,326,331,324,323,101,124,,
59.178,327,326,331,324,322,106,122,,
59.278,326,326,331,322,323,105,126,,
59.379,328,326,331,324,323,98,125,,
59.479,327,326,330,323,323,101,126,,
59.58,327,326,331,324,322,104,122,,
59.68,326,325,331,322,323,107,125,,
59.781,327,326,331,323,323,98,125,,
59.882,328,326,331,324,322,101,126,,
59.982,327,326,331,323,323,100,122,,
60.083,327,325,330,323,322,109,125,,
60.183,327,325,330,324,322,97,127,,
60.284,326,326,331,323,322,102,126,,
60.385,325,326,331,323,323,101,123,,
60.485,327,326,331,324,323,107,124,,
60.586,327,325,331,323,321,97,127,,
60.686,328,327,329,323,321,102,124,,
60.787,327,326,330,323,321,101,126,,
60.887,327,326,330,322,323,102,126,,
60.988,328,326,330,323,322,107,120,,
61.088,327,326,331,324,321,100,127,,
61.189,327,326,330,324,321,108,119,,
61.29,328,326,331,324,323,99,130,,
61.391,327,326,330,323,322,105,120,,
61.492,326,326,329,323,321,97,128,,
61.592,326,325,331,323,323,105,121,,
61.693,327,326,330,323,321,96,128,,
61.793,326,324,331,322,323,103,125,,
61.894,328,327,330,324,321,98,126,,
61.994,327,325,331,323,322,104,127,,
62.095,327,325,331,324,323,103,123,,
62.196,327,326,331,323,323,101,128,,
62.296,328,326,330,323,322,107,118,,
62.397,327,326,330,324,322,98,128,,
62.497,328,326,330,324,321,106,120,,
62.598,328,325,329,323,322,97,129,,
62.699,327,325,330,324,322,104,123,,
62.8,327,326,330,323,321,106,125,,
62.9,327,326,329,323,321,99,128,,
63.001,327,326,330,323,323,103,122,,
63.101,326,326,331,324,327,102,128,,
63.202,328,326,330,324,322,99,127,,
63.302,327,325,330,323,322,102,124,,
63.403,327,326,331,324,322,108,122,,
63.503,325,326,331,322,323,99,128,,
63.604,327,325,329,324,322,100,127,,
63.704,327,326,329,323,321,102,123,,
63.805,327,326,331,323,323,107,125,,
63.906,327,325,328,324,322,98,127,,
64.006,327,326,329,324,322,101,126,,
64.107,327,326,329,323,322,100,122,,
64.208,327,326,331,324,322,108,124,,
64.308,327,325,330,324,323,101,127,,
64.409,326,326,330,323,322,98,126,,
64.509,327,326,330,323,321,103,124,,
64.61,327,326,329,323,321,108,125,,
64.71,327,324,331,323,323,98,127,,
64.811,327,326,329,323,321,101,126,,
64.912,327,326,329,323,320,104,123,,
65.012,327,325,331,324,322,108,125,,
65.113,327,327,330,323,321,99,126,,
65.213,326,324,331,323,321,100,126,,
65.314,325,325,331,322,323,102,124,,
65.414,327,326,330,323,322,107,122,,
65.515,327,325,331,322,322,106,125,,
65.616,327,325,331,322,323,98,125,,
65.716,328,326,330,324,321,101,126,,
65.817,327,325,331,323,322,108,122,,
65.917,326,324,331,321,323,101,126,,
66.018,327,326,331,325,322,99,125,,
66.119,326,324,330,322,323,101,126,,
66.219,325,326,331,324,321,107,122,,
66.32,327,326,330,324,322,101,127,,
66.42,326,324,331,323,322,100,127,,
66.521,327,325,330,322,323,103,121,,
66.622,326,325,329,324,323,98,127,,
66.723,327,325,330,323,322,104,125,,
66.823,327,325,329,324,322,107,122,,
66.924,326,325,330,324,322,101,128,,
67.024,326,324,331,322,323,107,120,,
67.125,327,325,330,323,323,96,129,,
67.226,326,327,330,323,323,103,117,,
67.326,325,325,331,324,322,96,129,,
67.427,326,325,331,324,322,103,123,,
67.527,327,326,330,323,321,98,126,,
67.628,326,325,331,323,323,104,126,,
67.728,327,326,331,323,320,102,124,,
67.829,326,326,331,324,321,102,128,,
67.929,327,326,330,322,323,107,120,,
68.03,327,326,331,323,322,98,129,,
68.13,326,326,330,324,321,105,119,,
68.231,327,324,330,323,322,96,128,,
68.332,327,326,330,323,323,103,120,,
68.432,328,325,329,323,322,96,130,,
68.533,326,326,331,323,321,104,123,,
68.633,325,324,330,323,322,97,128,,
68.734,327,326,330,323,322,103,126,,
68.834,326,326,330,323,322,99,124,,
68.935,327,326,331,323,322,105,127,,
69.035,327,325,331,323,322,103,122,,
69.136,327,326,330,324,322,102,127,,
69.237,326,324,331,322,322,108,120,,
69.338,327,325,330,323,322,100,128,,
69.438,326,325,331,322,323,107,118,,
69.539,327,325,330,322,323,98,129,,
69.64,326,325,331,324,323,103,121,,
69.74,326,325,330,324,322,98,128,,
69.841,327,326,329,323,321,104,125,,
