seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.687,680,686,695,314,353,102,128,,
0.697,678,687,692,314,353,102,127,,
0.708,680,685,695,314,353,102,127,,
0.718,680,687,695,313,353,102,127,,
0.728,680,687,695,313,354,102,127,,
0.739,680,687,695,313,354,102,126,,
0.749,677,687,693,315,353,103,127,,
0.759,677,688,694,314,353,103,128,,
0.77,679,684,696,313,353,103,127,,
0.78,680,687,695,315,353,102,125,,
0.791,681,687,694,314,352,103,127,,
0.801,676,684,695,313,353,101,127,,
0.812,680,687,695,314,353,102,129,,
0.822,682,687,694,314,353,103,126,,
0.833,681,685,695,315,353,102,127,,
0.843,680,687,695,315,353,102,127,,
0.853,681,686,694,315,353,102,127,,
0.864,678,687,693,314,353,102,127,,
0.874,679,688,695,314,353,102,128,,
0.884,680,687,695,313,354,102,129,,
0.895,678,687,693,315,353,102,128,,
0.905,680,687,695,313,354,102,127,,
0.916,681,687,695,315,352,102,128,,
0.926,679,687,695,313,353,102,127,,
0.936,678,687,693,314,353,102,127,,
0.947,680,684,695,314,354,102,126,,
0.957,678,688,694,314,353,102,126,,
0.967,681,687,694,315,353,101,128,,
0.978,681,687,694,313,353,101,127,,
0.988,680,686,695,314,352,102,128,,
0.999,680,684,695,314,353,102,128,,
1.009,678,687,693,314,353,102,127,,
1.019,678,687,692,314,353,102,127,,
1.03,677,687,693,314,354,101,126,,
1.04,681,687,695,314,353,101,127,,
1.05,680,685,695,313,354,102,126,,
1.061,681,684,695,314,353,102,127,,
1.071,680,684,695,314,353,102,127,,
1.081,681,685,695,314,353,102,130,,
1.092,680,685,695,314,352,102,127,,
1.102,680,687,695,312,354,102,128,,
1.112,680,686,696,314,353,101,127,,
1.123,680,684,695,314,354,101,128,,
1.133,680,686,694,313,353,102,127,,
1.143,680,686,695,314,354,102,127,,
1.154,679,687,695,313,354,103,128,,
1.164,681,687,695,312,353,102,128,,
1.175,679,687,695,314,354,102,127,,
1.185,679,687,694,314,353,102,127,,
1.195,680,686,695,315,352,102,127,,
1.206,680,684,695,314,352,102,127,,
1.216,680,686,695,314,352,102,128,,
1.226,679,687,695,314,354,102,128,,
1.237,679,687,695,313,353,103,128,,
1.247,679,687,695,314,352,103,127,,
1.257,677,687,693,314,352,103,128,,
1.268,678,687,693,313,353,103,127,,
1.278,680,686,695,314,353,102,127,,
1.288,680,688,695,313,353,102,127,,
1.299,678,687,693,314,354,102,127,,
1.309,680,686,695,314,352,102,127,,
1.319,681,685,696,314,353,102,127,,
1.33,678,687,695,315,354,103,128,,
1.34,680,687,695,314,352,102,128,,
1.351,677,687,693,314,353,102,127,,
1.361,680,686,696,315,352,102,127,,
1.371,680,688,695,314,354,102,127,,
1.382,680,686,695,314,352,102,128,,
1.392,679,687,695,313,353,102,129,,
1.402,681,686,695,314,352,102,127,,
1.413,681,687,695,314,353,102,128,,
1.423,680,684,695,314,353,102,128,,
1.433,678,687,695,314,354,103,127,,
1.444,681,687,693,315,353,103,127,,
1.454,681,687,692,314,353,102,128,,
1.464,679,687,695,314,353,102,128,,
1.475,681,687,694,315,352,101,128,,
1.485,680,687,695,314,352,102,127,,
1.495,680,687,695,314,352,102,127,,
1.506,679,687,694,314,354,102,129,,
1.516,680,687,695,314,353,103,127,,
1.527,681,684,695,315,352,101,128,,
1.537,680,686,695,312,353,102,127,,
1.547,677,687,692,314,353,102,127,,
1.558,679,687,695,314,354,102,126,,
1.568,679,686,695,315,352,101,126,,
1.578,680,688,695,313,353,101,126,,
1.589,679,684,695,314,353,103,127,,
1.599,676,683,695,313,354,102,127,,
1.61,679,687,694,314,352,103,128,,
1.621,680,687,692,315,353,102,128,,
1.631,681,687,695,314,352,102,128,,
1.642,680,686,690,315,352,102,128,,
1.652,680,687,694,314,352,102,127,,
1.663,680,687,693,314,353,101,128,,
1.674,679,685,692,314,352,102,126,,
1.684,680,684,695,313,353,102,127,,
1.695,679,687,692,313,354,102,126,,
1.705,681,687,694,314,353,101,126,,
1.716,680,687,692,315,352,101,128,,
1.726,678,684,695,313,353,102,127,,
1.737,679,685,692,314,352,102,128,,
1.747,681,686,695,314,352,103,127,,
1.758,679,686,692,315,353,102,128,,
1.768,680,687,695,314,353,102,127,,
1.779,681,687,695,314,353,102,127,,
1.79,680,687,696,314,353,102,127,,
1.8,678,687,693,314,353,102,126,,
1.811,680,686,691,314,354,102,128,,
1.821,680,688,694,314,353,102,128,,
1.832,680,686,695,313,352,102,127,,
1.842,681,687,694,315,353,103,127,,
1.853,678,686,695,314,353,101,127,,
1.863,679,685,693,314,353,103,128,,
1.874,677,684,695,314,352,102,127,,
1.884,680,687,694,315,354,101,127,,
1.895,680,687,695,314,352,102,127,,
1.905,678,687,695,313,353,102,126,,
1.916,678,687,695,314,353,101,126,,
1.926,680,687,693,314,352,102,128,,
1.937,677,685,695,313,353,102,128,,
1.947,680,686,692,314,353,102,127,,
1.958,680,687,694,315,353,102,126,,
1.969,678,685,694,313,354,102,127,,
1.979,676,684,695,314,353,102,128,,
1.99,680,687,694,313,354,102,126,,
2.0,680,687,694,315,353,102,127,,
2.011,676,684,694,313,353,102,127,,
2.021,679,687,695,315,354,102,127,,
2.032,680,686,692,314,352,102,128,,
2.042,679,687,692,314,353,102,128,,
2.053,678,687,695,314,354,102,128,,
2.063,680,686,690,314,352,102,128,,
2.074,677,687,695,313,353,102,130,,
2.084,680,689,694,313,354,103,127,,
2.095,680,687,695,314,352,102,126,,
2.106,680,687,694,314,352,101,126,,
2.116,681,687,694,314,353,102,126,,
2.127,680,687,692,315,352,102,127,,
2.137,677,686,695,314,353,102,127,,
2.148,680,686,692,315,353,101,128,,
2.158,678,687,694,314,353,102,128,,
2.169,680,684,695,314,353,102,127,,
2.179,679,684,695,313,353,102,130,,
2.19,677,684,690,315,352,102,127,,
2.2,680,687,692,314,352,101,128,,
2.211,680,684,695,314,353,102,128,,
2.221,681,687,695,314,352,102,128,,
2.232,679,686,693,314,352,102,127,,
2.242,680,687,694,314,352,101,127,,
2.253,678,686,695,314,353,102,128,,
2.264,679,685,695,314,353,102,127,,
2.274,678,684,695,314,352,101,129,,
2.285,680,685,695,314,352,103,129,,
2.295,680,687,693,314,353,103,128,,
2.306,680,687,695,313,352,102,127,,
2.316,680,686,693,315,352,101,128,,
2.327,680,686,694,314,353,102,127,,
2.337,678,683,694,314,352,102,128,,
2.348,679,683,695,313,353,102,126,,
2.358,680,687,693,313,353,103,128,,
2.369,679,684,694,313,353,102,128,,
2.379,680,685,694,315,353,101,127,,
2.39,680,686,695,314,354,102,127,,
2.4,680,687,693,314,352,102,126,,
2.411,678,687,695,313,353,102,128,,
2.421,679,686,692,315,353,102,127,,
2.432,680,684,696,313,354,102,127,,
2.443,679,687,693,314,353,102,127,,
2.453,679,684,695,314,352,102,127,,
2.464,680,686,693,315,352,102,128,,
2.475,680,686,695,314,352,102,128,,
2.485,680,687,695,314,353,102,126,,
2.496,680,686,694,314,352,102,128,,
2.507,678,684,694,313,353,101,127,,
2.517,679,686,691,314,352,102,128,,
2.528,680,686,691,314,352,103,127,,
2.538,679,687,694,315,353,102,127,,
2.549,681,686,694,314,353,102,125,,
2.559,678,683,695,312,354,102,130,,
2.57,680,687,695,314,354,101,128,,
2.58,679,685,693,314,354,103,127,,
2.591,680,686,692,315,353,102,128,,
2.601,681,686,692,315,353,102,128,,
2.612,677,687,694,314,353,102,126,,
2.623,680,687,692,315,353,101,126,,
2.633,680,686,693,314,352,101,129,,
2.644,680,686,694,315,352,103,128,,
2.654,680,683,695,315,353,101,128,,
2.665,678,684,695,314,353,103,128,,
2.675,680,687,694,315,353,102,128,,
2.686,679,683,695,314,353,102,127,,
2.696,680,687,695,314,353,102,127,,
2.707,679,684,695,314,353,103,127,,
2.717,679,686,692,314,352,101,128,,
2.728,677,686,695,314,353,102,126,,
2.738,681,687,694,315,353,101,128,,
2.749,679,687,692,315,353,102,127,,
2.759,680,687,694,315,353,102,126,,
2.77,679,685,694,314,352,102,127,,
2.78,681,687,694,315,353,102,126,,
2.791,679,685,692,314,352,102,126,,
2.801,679,687,695,314,353,102,126,,
2.812,679,686,692,314,352,102,127,,
2.822,681,685,693,315,353,102,127,,
2.833,678,684,694,315,353,102,127,,
2.843,679,684,695,313,353,102,128,,
2.854,677,683,694,313,353,102,127,,
2.864,680,686,691,315,352,102,127,,
2.875,680,686,692,314,352,102,127,,
2.885,677,685,694,313,353,101,127,,
2.896,681,685,691,314,352,102,128,,
2.906,680,687,692,315,352,101,128,,
2.917,680,686,690,314,352,102,127,,
2.927,680,687,694,315,353,102,128,,
2.938,680,686,693,314,352,102,127,,
2.948,679,686,694,313,353,102,128,,
2.959,677,687,694,315,353,101,126,,
2.969,677,683,695,313,354,102,127,,
2.98,680,686,693,314,352,102,126,,
2.991,677,686,695,314,353,101,128,,
3.001,679,683,695,314,353,102,127,,
3.012,680,687,691,314,352,102,128,,
3.022,680,687,693,315,353,102,127,,
3.033,680,687,694,315,353,102,127,,
3.043,680,685,692,314,353,102,126,,
3.054,677,684,695,313,353,103,127,,
3.064,679,686,694,315,352,102,126,,
3.075,676,687,694,314,354,102,128,,
3.085,679,686,691,315,354,102,127,,
3.096,678,682,695,314,353,101,127,,
3.106,680,687,692,314,352,101,127,,
3.117,680,684,695,314,352,102,127,,
3.127,678,683,694,314,354,102,128,,
3.138,678,684,695,313,353,102,128,,
3.148,680,687,692,314,352,102,127,,
3.159,680,686,692,314,353,102,127,,
3.169,676,687,694,315,353,102,128,,
3.18,678,684,694,314,354,102,128,,
3.191,679,684,693,313,354,102,128,,
3.201,676,686,695,314,353,102,127,,
3.212,680,684,694,314,353,103,128,,
3.222,676,684,695,314,353,102,128,,
3.233,676,684,695,314,353,102,129,,
3.243,680,686,691,314,352,102,128,,
3.254,679,687,695,314,353,102,128,,
3.264,679,684,694,314,352,101,129,,
3.275,679,684,694,314,353,101,127,,
3.285,681,687,692,314,352,102,127,,
3.296,680,687,694,315,352,102,127,,
3.306,680,687,694,314,354,102,126,,
3.317,679,686,691,314,352,101,126,,
3.327,678,684,695,314,353,102,127,,
3.338,680,686,693,314,352,102,128,,
3.348,681,686,691,314,352,101,127,,
3.359,679,685,694,314,353,102,126,,
3.369,680,687,693,314,353,101,126,,
3.38,680,686,691,315,352,102,127,,
3.391,680,685,691,314,352,102,127,,
3.401,679,685,694,314,353,102,126,,
3.412,678,685,695,315,353,102,127,,
3.422,678,683,695,314,352,102,128,,
3.433,679,686,692,315,352,102,127,,
3.443,677,683,695,313,353,103,127,,
3.454,678,682,695,314,352,103,127,,
3.464,679,685,693,314,353,102,128,,
3.475,679,686,693,313,353,101,127,,
3.485,680,687,694,315,352,102,127,,
3.496,680,686,693,314,353,102,127,,
3.506,680,686,694,314,353,102,126,,
3.517,676,687,694,314,353,102,127,,
3.527,679,684,694,314,354,102,127,,
3.538,676,686,694,314,354,102,126,,
3.548,677,686,694,315,353,103,126,,
3.559,678,682,694,312,353,102,127,,
3.569,679,684,695,314,353,102,127,,
3.58,679,684,694,313,353,101,128,,
3.59,678,686,694,314,353,102,127,,
3.6,679,684,694,314,354,102,128,,
3.611,680,686,692,315,352,102,128,,
3.621,679,684,694,314,353,102,127,,
3.632,680,686,691,314,350,102,126,,
3.642,679,684,694,313,353,102,129,,
3.653,678,686,695,314,353,102,126,,
3.663,679,686,694,312,353,102,129,,
3.674,680,685,692,314,352,103,126,,
3.684,680,686,692,314,353,102,128,,
3.695,680,687,694,314,352,101,127,,
3.705,677,686,694,313,353,102,127,,
3.716,679,683,694,314,353,102,127,,
3.727,680,686,694,313,353,102,126,,
3.737,678,684,694,314,352,102,128,,
3.748,680,686,695,314,353,102,128,,
3.758,680,686,692,314,353,103,128,,
3.769,677,686,695,313,353,102,127,,
3.782,680,686,692,313,354,101,128,,
3.792,676,682,694,315,352,103,128,,
3.803,676,682,694,314,354,101,127,,
3.814,679,686,690,314,353,103,127,,
3.824,679,683,695,313,353,103,128,,
3.835,680,687,691,315,352,102,128,,
3.845,680,687,694,313,352,102,126,,
3.856,679,684,694,313,353,102,127,,
3.867,679,686,694,315,353,102,128,,
3.877,680,686,694,314,352,102,128,,
3.888,679,687,693,314,352,102,128,,
3.898,679,685,694,315,351,102,128,,
3.909,678,682,694,313,353,102,128,,
3.919,679,685,693,315,353,102,128,,
3.93,678,684,694,313,353,101,126,,
3.94,678,685,694,314,352,102,128,,
3.951,678,686,691,314,353,103,126,,
3.962,679,686,693,314,352,102,126,,
3.974,680,686,694,314,353,103,128,,
3.987,678,687,691,314,353,102,126,,
3.998,677,684,694,314,353,102,127,,
4.009,677,683,693,315,353,102,127,,
4.021,679,684,694,314,354,103,128,,
4.032,679,685,691,313,352,102,127,,
4.043,679,686,695,315,353,102,127,,
4.054,678,684,693,314,353,102,127,,
4.065,679,686,692,313,354,101,127,,
4.078,677,685,692,315,354,103,129,,
4.09,681,687,693,313,353,103,126,,
4.102,677,686,691,315,353,103,127,,
4.114,680,686,694,315,352,101,129,,
4.124,676,686,692,314,352,101,128,,
4.135,680,686,691,313,353,102,127,,
4.148,678,685,693,313,352,102,127,,
4.16,680,687,693,313,353,102,128,,
4.172,679,684,694,315,353,102,126,,
4.183,679,685,692,314,352,102,126,,
4.193,679,685,691,313,352,103,127,,
4.204,680,687,693,315,352,102,129,,
4.215,678,684,694,314,353,102,128,,
4.225,676,685,690,315,352,102,128,,
4.236,680,686,694,313,353,102,127,,
4.249,680,685,694,314,352,102,129,,
4.26,679,686,694,315,352,104,127,,
4.27,680,686,694,314,352,103,127,,
4.281,677,683,695,314,352,103,128,,
4.291,681,683,694,314,353,102,124,,
4.302,681,686,693,314,352,103,127,,
4.313,676,684,694,314,353,102,128,,
4.323,678,684,694,315,353,102,127,,
4.334,676,683,690,314,352,103,127,,
4.345,678,686,692,314,352,103,126,,
4.355,680,686,694,313,353,103,126,,
4.366,680,685,695,314,352,103,127,,
4.376,679,685,691,315,352,101,127,,
4.387,680,686,693,315,352,102,127,,
4.397,679,683,694,314,353,101,127,,
4.408,679,683,694,314,352,102,127,,
4.419,680,684,694,314,352,102,127,,
4.43,677,684,694,315,352,102,127,,
4.441,680,685,693,314,351,102,128,,
4.451,676,683,695,314,352,102,126,,
4.462,679,683,695,314,352,102,128,,
4.473,679,685,694,314,353,102,127,,
4.483,679,683,694,313,353,102,127,,
4.494,679,686,691,315,352,103,128,,
4.504,679,685,691,315,352,101,128,,
4.515,679,685,693,314,352,102,126,,
4.525,680,686,694,314,352,103,127,,
4.536,679,686,693,314,352,103,129,,
4.546,679,687,692,314,352,102,127,,
4.557,676,684,694,313,353,103,127,,
4.567,679,686,692,315,352,102,128,,
4.578,678,687,695,314,352,101,126,,
4.588,680,685,692,314,352,101,128,,
4.599,679,685,694,314,353,102,129,,
4.609,680,686,694,315,353,102,127,,
4.62,680,685,690,314,352,102,128,,
4.63,680,687,694,314,353,102,126,,
4.641,677,684,694,314,353,102,127,,
4.651,680,686,691,313,353,102,127,,
4.662,676,687,695,315,352,101,127,,
4.672,680,686,690,314,352,101,127,,
4.683,680,686,694,315,352,102,127,,
4.693,677,686,694,314,353,101,127,,
4.704,679,685,693,313,353,102,129,,
4.715,679,686,692,315,352,102,127,,
4.725,679,685,692,314,352,102,127,,
4.736,679,687,693,315,352,101,126,,
4.746,679,685,693,314,353,102,127,,
4.757,679,686,690,314,352,103,129,,
4.767,680,686,690,314,352,103,127,,
4.778,680,685,690,314,350,102,127,,
4.788,677,684,693,314,353,102,127,,
4.799,680,687,693,315,352,102,127,,
4.809,678,686,694,314,353,101,127,,
4.82,679,686,692,315,353,101,128,,
4.83,679,686,691,315,352,102,127,,
4.841,679,687,692,314,353,102,126,,
4.851,678,686,694,315,353,101,126,,
4.862,678,686,691,314,352,102,127,,
4.872,680,685,692,314,353,102,127,,
4.883,676,685,693,313,353,102,127,,
4.893,676,686,693,315,352,101,126,,
4.904,680,686,690,314,352,102,128,,
4.914,678,683,693,314,352,103,128,,
4.925,680,686,694,315,353,102,126,,
4.935,679,684,694,314,353,103,127,,
4.946,679,684,694,313,353,102,128,,
4.956,677,685,693,314,353,102,127,,
4.967,678,683,694,314,353,102,127,,
4.977,678,682,694,313,353,102,127,,
4.988,679,684,694,314,353,102,127,,
4.998,677,683,694,313,353,102,127,,
5.009,679,687,691,315,352,102,127,,
5.019,678,683,694,313,352,102,127,,
5.03,676,684,694,313,353,102,127,,
5.04,676,684,694,314,351,102,126,,
5.051,679,684,693,313,353,102,127,,
5.062,677,682,694,313,354,102,126,,
5.072,679,686,692,314,352,102,127,,
5.083,678,685,691,314,352,102,126,,
5.093,679,685,692,315,352,102,127,,
5.104,676,684,694,313,352,102,128,,
5.114,679,685,693,315,352,102,125,,
5.125,677,684,694,314,353,103,128,,
5.136,679,684,693,314,352,102,126,,
5.146,679,686,694,315,353,102,126,,
5.157,678,684,693,314,352,102,128,,
5.167,676,685,693,315,353,102,125,,
5.178,679,686,693,314,351,102,127,,
5.188,678,684,694,314,352,102,127,,
5.199,676,684,694,314,351,103,130,,
5.21,676,686,690,315,352,101,127,,
5.221,678,686,694,315,353,103,128,,
5.232,679,685,692,313,353,102,127,,
5.243,679,686,692,313,353,103,127,,
5.253,679,686,690,314,353,101,127,,
5.264,679,685,693,315,352,102,128,,
5.274,680,686,694,314,353,102,126,,
5.285,679,685,691,314,352,101,127,,
5.295,679,684,692,313,353,103,127,,
5.306,677,684,694,313,353,101,129,,
5.316,677,683,694,314,352,101,127,,
5.327,676,684,695,315,353,102,126,,
5.338,679,684,693,315,352,103,127,,
5.348,680,685,693,315,352,102,127,,
5.359,679,686,692,314,352,102,126,,
5.369,680,686,690,315,352,102,127,,
5.38,679,686,693,315,352,101,128,,
5.39,678,683,694,314,353,102,127,,
5.401,679,685,692,313,353,103,126,,
5.411,679,686,692,315,352,102,127,,
5.422,678,683,694,313,352,102,127,,
5.432,678,686,693,314,353,102,126,,
5.443,679,686,693,315,352,101,126,,
5.453,679,685,690,315,352,102,127,,
5.464,679,685,692,315,352,102,127,,
5.474,680,686,692,315,352,101,127,,
5.485,678,682,695,313,353,102,128,,
5.496,679,686,693,315,353,102,127,,
5.506,680,687,692,314,351,101,127,,
5.517,676,682,693,313,353,102,128,,
5.527,678,682,694,314,353,103,127,,
5.538,679,687,693,315,352,102,127,,
5.548,677,682,693,315,352,101,127,,
5.559,676,686,692,313,353,102,126,,
5.57,680,683,692,315,352,103,128,,
5.581,679,687,693,315,351,103,127,,
5.592,680,687,694,314,352,102,127,,
5.602,676,683,694,314,352,102,127,,
5.613,678,685,693,315,352,103,126,,
5.624,680,686,694,315,352,102,129,,
5.634,679,686,693,313,353,103,127,,
5.645,680,686,692,314,352,102,126,,
5.656,679,686,693,315,352,103,128,,
5.666,679,687,693,315,352,102,127,,
5.677,679,687,692,314,353,101,127,,
5.688,679,686,693,313,353,102,128,,
5.699,680,684,692,313,352,102,126,,
5.709,678,685,691,315,352,102,127,,
5.72,679,685,692,314,352,102,128,,
5.731,678,682,694,313,353,102,128,,
5.741,677,684,694,313,354,102,127,,
5.752,678,685,692,315,353,101,127,,
5.762,679,685,692,314,353,101,128,,
5.773,678,686,693,315,352,102,129,,
5.783,679,686,693,315,352,102,127,,
5.794,678,686,693,314,352,101,128,,
5.804,679,686,692,315,352,102,127,,
5.815,678,685,692,314,352,102,127,,
5.825,679,684,693,314,352,102,128,,
5.836,680,686,693,315,352,102,125,,
5.846,680,685,690,315,351,102,127,,
5.857,679,686,693,314,352,101,128,,
5.867,680,686,693,315,353,103,127,,
5.878,679,686,691,314,352,102,127,,
5.888,680,686,691,314,352,102,127,,
5.899,679,686,691,315,352,102,127,,
5.909,679,686,694,315,352,102,128,,
5.92,676,682,693,315,352,103,127,,
5.93,679,686,693,314,352,102,127,,
5.941,679,686,691,314,352,102,127,,
5.951,679,686,692,314,352,102,126,,
5.962,679,685,692,314,352,102,127,,
5.972,676,684,693,315,353,102,129,,
5.983,679,686,692,314,352,102,126,,
5.993,679,684,694,314,352,102,128,,
6.004,678,682,694,314,352,102,127,,
6.014,677,684,694,314,352,102,128,,
6.025,677,682,694,313,353,103,128,,
6.035,679,685,693,314,353,102,127,,
6.046,678,683,694,313,353,102,127,,
6.056,679,686,693,315,352,103,128,,
6.067,679,684,692,314,353,102,127,,
6.077,678,686,691,315,352,103,129,,
6.088,679,687,691,315,352,102,127,,
6.098,678,684,692,314,353,101,127,,
6.109,676,685,693,314,353,102,127,,
6.119,679,686,693,315,352,102,128,,
6.13,680,685,691,315,352,101,128,,
6.14,679,683,694,314,352,102,127,,
6.151,680,686,693,315,352,102,127,,
6.161,679,684,692,314,353,102,127,,
6.172,680,686,694,315,352,102,127,,
6.182,678,683,694,313,352,103,127,,
6.193,679,686,692,314,351,102,128,,
6.203,678,683,693,314,353,102,128,,
6.214,679,684,694,314,352,102,130,,
6.224,679,685,692,315,352,102,127,,
6.235,680,686,692,314,351,102,128,,
6.245,679,686,690,315,352,102,128,,
6.256,680,685,691,314,352,102,126,,
6.266,679,685,693,314,353,102,127,,
6.277,678,682,694,314,352,102,126,,
6.287,677,685,694,314,352,102,127,,
6.298,677,685,694,314,352,102,127,,
6.308,679,686,692,315,352,102,127,,
6.319,679,684,694,313,353,102,128,,
6.329,679,684,694,313,352,102,129,,
6.34,680,685,690,314,352,102,127,,
6.35,679,685,692,314,352,102,127,,
6.361,677,682,694,313,352,102,128,,
6.371,679,684,693,314,352,102,127,,
6.382,680,685,690,314,352,102,129,,
6.392,679,685,690,314,351,102,127,,
6.403,679,685,690,314,351,102,127,,
6.413,678,686,693,315,353,102,127,,
6.424,680,686,692,315,352,102,126,,
6.434,678,683,693,314,352,101,127,,
6.445,679,686,693,314,352,102,128,,
6.455,676,685,693,315,352,102,127,,
6.466,680,686,690,314,352,102,128,,
6.476,678,686,694,315,353,102,127,,
6.487,677,682,693,313,352,103,129,,
6.497,678,685,693,315,353,103,126,,
6.508,680,686,691,315,352,101,127,,
6.519,679,686,690,315,352,102,128,,
6.529,678,685,693,314,352,102,128,,
6.54,680,685,694,314,353,102,127,,
6.55,678,686,693,313,352,102,127,,
6.561,678,684,694,313,353,103,128,,
6.571,679,686,691,314,352,102,127,,
6.582,679,684,692,313,353,102,128,,
6.592,677,682,694,314,353,102,128,,
6.603,676,684,694,314,352,102,126,,
6.613,680,685,693,315,352,102,126,,
6.624,679,685,692,314,352,102,127,,
6.634,679,685,690,314,353,102,127,,
6.645,679,685,692,314,352,102,127,,
6.656,676,686,692,314,352,103,125,,
6.667,678,684,693,314,353,102,127,,
6.677,679,686,693,315,352,102,128,,
6.688,678,684,694,315,352,102,126,,
6.699,678,686,693,315,353,102,128,,
6.71,681,686,692,315,352,102,127,,
6.72,679,685,691,315,352,102,127,,
6.731,679,686,693,314,353,101,128,,
6.741,680,685,691,314,353,102,127,,
6.752,676,686,694,313,353,103,128,,
6.762,680,686,691,315,352,101,127,,
6.773,680,686,692,315,352,102,127,,
6.783,678,684,693,314,353,102,128,,
6.794,678,684,692,314,351,102,128,,
6.804,676,684,694,313,353,102,129,,
6.815,679,686,692,313,353,102,127,,
6.825,678,684,692,314,352,102,127,,
6.836,679,684,693,314,353,102,127,,
6.846,677,682,693,314,353,102,128,,
6.857,680,686,693,314,352,102,128,,
6.867,678,683,693,314,353,101,128,,
6.878,680,685,692,315,352,102,127,,
6.888,678,686,693,314,353,101,128,,
6.899,679,684,692,314,351,102,127,,
6.91,676,684,693,314,352,102,127,,
6.92,676,684,693,313,352,101,126,,
6.931,679,685,692,314,352,102,128,,
6.941,679,685,689,315,351,102,128,,
6.952,679,685,692,314,353,102,127,,
6.962,679,683,693,313,353,103,128,,
6.973,678,685,689,313,352,102,128,,
6.983,680,686,691,314,352,101,128,,
6.994,679,684,693,315,352,102,127,,
7.005,680,687,693,315,352,103,127,,
7.015,678,685,694,316,353,102,127,,
7.026,679,682,693,314,353,101,127,,
7.037,678,685,690,314,350,101,128,,
7.047,679,686,693,314,352,102,127,,
7.058,679,684,694,314,353,102,128,,
7.068,677,686,693,315,352,102,128,,
7.079,679,683,693,313,352,102,127,,
7.089,679,682,693,313,352,102,128,,
7.1,679,685,692,315,353,102,127,,
7.11,679,684,692,314,353,103,127,,
7.121,679,685,693,314,352,102,125,,
7.131,677,682,693,314,352,102,127,,
7.142,679,686,690,315,352,102,127,,
7.152,676,684,693,314,352,103,128,,
7.163,680,685,691,314,351,102,129,,
7.173,677,682,693,314,351,102,126,,
7.184,679,685,692,315,352,102,128,,
7.194,676,684,693,313,352,102,127,,
7.205,679,686,692,315,353,102,127,,
7.215,680,687,693,315,353,101,128,,
7.226,679,685,692,315,352,101,127,,
7.236,678,683,694,314,353,103,125,,
7.247,679,686,692,314,353,102,128,,
7.257,678,686,693,314,353,101,127,,
7.268,676,686,693,315,353,101,127,,
7.278,679,685,692,314,353,103,126,,
7.289,679,683,693,314,353,103,128,,
7.299,679,685,691,314,352,102,127,,
7.31,680,685,691,315,350,102,129,,
7.32,679,685,693,314,353,102,127,,
7.331,678,685,692,313,353,102,128,,
7.341,680,685,690,315,351,102,126,,
