seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power,T1_F,T2_F,T3_F,fluid_in_F,fluid_out_F,P_in_psi,P_out_psi,delta_p,pump_power_calc,pump_cost_per_day,Q_dot,efficiency,delta_T
1.408,411,410,410,,,112,98,400,403,23.2074314778057,23.18922391392323,23.18922391392323,,,24.329314651895295,21.288150320408388,-14,4.88,0.0,,,
1.509,314,319,316,,,106,101,310,310,21.355900195327706,21.457033454169846,21.396451146500226,,,23.02595850982948,21.939828391441296,-5,4.88,0.0,,,
1.609,315,318,317,,,110,101,310,310,21.376192139649504,21.4368715149198,21.416677508254338,,,23.894862604540023,21.939828391441296,-9,4.88,0.0,,,
1.71,314,318,314,,,111,102,309,310,21.355900195327706,21.4368715149198,21.355900195327706,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
1.81,313,318,316,,,107,106,308,310,21.33557501876146,21.4368715149198,21.396451146500226,,,23.243184533507115,23.02595850982948,-1,4.88,0.0,,,
1.911,314,319,316,,,111,99,308,310,21.355900195327706,21.457033454169846,21.396451146500226,,,24.11208862821766,21.50537634408602,-12,4.88,0.0,,,
2.011,314,317,316,,,105,103,310,310,21.355900195327706,21.416677508254338,21.396451146500226,,,22.80873248615184,22.374280438796568,-2,4.88,0.0,,,
2.112,314,318,314,,,111,102,309,311,21.355900195327706,21.4368715149198,21.355900195327706,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
2.213,313,319,315,,,109,102,309,310,21.33557501876146,21.457033454169846,21.376192139649504,,,23.677636580862384,22.15705441511893,-7,4.88,0.0,,,
2.313,315,318,316,,,108,105,309,310,21.376192139649504,21.4368715149198,21.396451146500226,,,23.460410557184748,22.80873248615184,-3,4.88,0.0,,,
2.414,314,318,316,,,111,101,309,309,21.355900195327706,21.4368715149198,21.396451146500226,,,24.11208862821766,21.939828391441296,-10,4.88,0.0,,,
2.514,313,318,316,,,106,102,308,311,21.33557501876146,21.4368715149198,21.396451146500226,,,23.02595850982948,22.15705441511893,-4,4.88,0.0,,,
2.615,314,319,316,,,111,99,310,311,21.355900195327706,21.457033454169846,21.396451146500226,,,24.11208862821766,21.50537634408602,-12,4.88,0.0,,,
2.715,314,319,316,,,109,103,310,310,21.355900195327706,21.457033454169846,21.396451146500226,,,23.677636580862384,22.374280438796568,-6,4.88,0.0,,,
2.816,313,318,316,,,109,106,309,310,21.33557501876146,21.4368715149198,21.396451146500226,,,23.677636580862384,23.02595850982948,-3,4.88,0.0,,,
2.916,314,317,316,,,109,100,309,309,21.355900195327706,21.416677508254338,21.396451146500226,,,23.677636580862384,21.722602367763656,-9,4.88,0.0,,,
3.017,314,317,316,,,108,104,310,309,21.355900195327706,21.416677508254338,21.396451146500226,,,23.460410557184748,22.591506462474204,-4,4.88,0.0,,,
3.117,314,316,316,,,113,99,308,311,21.355900195327706,21.396451146500226,21.396451146500226,,,24.54654067557293,21.50537634408602,-14,4.88,0.0,,,
3.218,314,318,316,,,103,102,309,310,21.355900195327706,21.4368715149198,21.396451146500226,,,22.374280438796568,22.15705441511893,-1,4.88,0.0,,,
3.318,315,318,316,,,110,97,310,310,21.376192139649504,21.4368715149198,21.396451146500226,,,23.894862604540023,21.07092429673075,-13,4.88,0.0,,,
3.418,315,319,316,,,105,103,310,309,21.376192139649504,21.457033454169846,21.396451146500226,,,22.80873248615184,22.374280438796568,-2,4.88,0.0,,,
3.519,315,318,314,,,111,98,310,310,21.376192139649504,21.4368715149198,21.355900195327706,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
3.619,314,319,316,,,106,103,309,310,21.355900195327706,21.457033454169846,21.396451146500226,,,23.02595850982948,22.374280438796568,-3,4.88,0.0,,,
3.719,314,318,315,,,110,101,308,311,21.355900195327706,21.4368715149198,21.376192139649504,,,23.894862604540023,21.939828391441296,-9,4.88,0.0,,,
3.82,315,318,316,,,112,101,309,310,21.376192139649504,21.4368715149198,21.396451146500226,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
3.92,315,318,315,,,108,105,310,311,21.376192139649504,21.4368715149198,21.376192139649504,,,23.460410557184748,22.80873248615184,-3,4.88,0.0,,,
4.02,314,319,316,,,111,98,309,311,21.355900195327706,21.457033454169846,21.396451146500226,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
4.121,315,318,315,,,105,101,309,311,21.376192139649504,21.4368715149198,21.376192139649504,,,22.80873248615184,21.939828391441296,-4,4.88,0.0,,,
4.221,314,319,315,,,110,98,309,311,21.355900195327706,21.457033454169846,21.376192139649504,,,23.894862604540023,21.288150320408388,-12,4.88,0.0,,,
4.321,315,318,314,,,109,103,308,311,21.376192139649504,21.4368715149198,21.355900195327706,,,23.677636580862384,22.374280438796568,-6,4.88,0.0,,,
4.422,314,318,315,,,108,102,309,311,21.355900195327706,21.4368715149198,21.376192139649504,,,23.460410557184748,22.15705441511893,-6,4.88,0.0,,,
4.522,314,318,316,,,110,104,310,309,21.355900195327706,21.4368715149198,21.396451146500226,,,23.894862604540023,22.591506462474204,-6,4.88,0.0,,,
4.622,315,318,316,,,107,106,310,311,21.376192139649504,21.4368715149198,21.396451146500226,,,23.243184533507115,23.02595850982948,-1,4.88,0.0,,,
4.723,314,318,316,,,111,100,309,310,21.355900195327706,21.4368715149198,21.396451146500226,,,24.11208862821766,21.722602367763656,-11,4.88,0.0,,,
4.823,315,318,317,,,104,103,310,311,21.376192139649504,21.4368715149198,21.416677508254338,,,22.591506462474204,22.374280438796568,-1,4.88,0.0,,,
4.923,315,317,317,,,110,99,309,310,21.376192139649504,21.416677508254338,21.416677508254338,,,23.894862604540023,21.50537634408602,-11,4.88,0.0,,,
5.024,314,318,316,,,108,103,308,311,21.355900195327706,21.4368715149198,21.396451146500226,,,23.460410557184748,22.374280438796568,-5,4.88,0.0,,,
5.124,313,319,316,,,111,104,308,310,21.33557501876146,21.457033454169846,21.396451146500226,,,24.11208862821766,22.591506462474204,-7,4.88,0.0,,,
5.224,315,319,315,,,112,100,309,309,21.376192139649504,21.457033454169846,21.376192139649504,,,24.329314651895295,21.722602367763656,-12,4.88,0.0,,,
5.325,314,318,316,,,107,101,309,310,21.355900195327706,21.4368715149198,21.396451146500226,,,23.243184533507115,21.939828391441296,-6,4.88,0.0,,,
5.425,315,319,315,,,112,99,309,310,21.376192139649504,21.457033454169846,21.376192139649504,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
5.526,315,318,315,,,107,103,310,310,21.376192139649504,21.4368715149198,21.376192139649504,,,23.243184533507115,22.374280438796568,-4,4.88,0.0,,,
5.627,315,318,316,,,109,100,308,311,21.376192139649504,21.4368715149198,21.396451146500226,,,23.677636580862384,21.722602367763656,-9,4.88,0.0,,,
5.727,313,317,316,,,111,102,309,311,21.33557501876146,21.416677508254338,21.396451146500226,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
5.828,312,319,316,,,106,107,310,310,21.315216312746315,21.457033454169846,21.396451146500226,,,23.02595850982948,23.243184533507115,1,4.88,0.0,,,
5.928,313,317,317,,,112,99,310,311,21.33557501876146,21.416677508254338,21.416677508254338,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
6.029,315,318,315,,,104,104,309,310,21.376192139649504,21.4368715149198,21.376192139649504,,,22.591506462474204,22.591506462474204,0,4.88,0.0,,,
6.129,313,318,316,,,111,98,310,310,21.33557501876146,21.4368715149198,21.396451146500226,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
6.229,315,318,316,,,105,102,310,310,21.376192139649504,21.4368715149198,21.396451146500226,,,22.80873248615184,22.15705441511893,-3,4.88,0.0,,,
6.33,314,317,315,,,112,97,308,311,21.355900195327706,21.416677508254338,21.376192139649504,,,24.329314651895295,21.07092429673075,-15,4.88,0.0,,,
6.43,314,318,316,,,108,103,309,311,21.355900195327706,21.4368715149198,21.396451146500226,,,23.460410557184748,22.374280438796568,-5,4.88,0.0,,,
6.531,376,376,375,,,110,102,368,368,22.561632777538534,22.561632777538534,22.542886038507334,,,23.894862604540023,22.15705441511893,-8,4.88,0.0,,,
6.632,314,318,315,,,110,101,309,311,21.355900195327706,21.4368715149198,21.376192139649504,,,23.894862604540023,21.939828391441296,-9,4.88,0.0,,,
6.732,314,318,317,,,108,104,309,310,21.355900195327706,21.4368715149198,21.416677508254338,,,23.460410557184748,22.591506462474204,-4,4.88,0.0,,,
6.833,313,318,317,,,112,99,310,311,21.33557501876146,21.4368715149198,21.416677508254338,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
6.933,314,318,316,,,105,104,308,309,21.355900195327706,21.4368715149198,21.396451146500226,,,22.80873248615184,22.591506462474204,-1,4.88,0.0,,,
7.034,314,318,316,,,112,98,308,310,21.355900195327706,21.4368715149198,21.396451146500226,,,24.329314651895295,21.288150320408388,-14,4.88,0.0,,,
7.136,315,319,315,,,107,103,310,310,21.376192139649504,21.457033454169846,21.376192139649504,,,23.243184533507115,22.374280438796568,-4,4.88,0.0,,,
7.237,315,318,316,,,109,99,308,311,21.376192139649504,21.4368715149198,21.396451146500226,,,23.677636580862384,21.50537634408602,-10,4.88,0.0,,,
7.337,315,319,316,,,112,102,310,309,21.376192139649504,21.457033454169846,21.396451146500226,,,24.329314651895295,22.15705441511893,-10,4.88,0.0,,,
7.438,315,318,316,,,108,106,308,311,21.376192139649504,21.4368715149198,21.396451146500226,,,23.460410557184748,23.02595850982948,-2,4.88,0.0,,,
7.539,315,318,315,,,112,99,310,310,21.376192139649504,21.4368715149198,21.376192139649504,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
7.639,314,319,316,,,106,102,309,311,21.355900195327706,21.457033454169846,21.396451146500226,,,23.02595850982948,22.15705441511893,-4,4.88,0.0,,,
7.74,314,318,315,,,111,98,308,311,21.355900195327706,21.4368715149198,21.376192139649504,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
7.84,315,318,316,,,110,103,310,311,21.376192139649504,21.4368715149198,21.396451146500226,,,23.894862604540023,22.374280438796568,-7,4.88,0.0,,,
7.941,314,317,317,,,107,107,310,309,21.355900195327706,21.416677508254338,21.416677508254338,,,23.243184533507115,23.243184533507115,0,4.88,0.0,,,
8.041,314,317,316,,,112,99,310,310,21.355900195327706,21.416677508254338,21.396451146500226,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
8.141,314,318,316,,,106,102,310,311,21.355900195327706,21.4368715149198,21.396451146500226,,,23.02595850982948,22.15705441511893,-4,4.88,0.0,,,
8.242,314,318,316,,,112,100,308,310,21.355900195327706,21.4368715149198,21.396451146500226,,,24.329314651895295,21.722602367763656,-12,4.88,0.0,,,
8.342,314,317,316,,,109,101,309,310,21.355900195327706,21.416677508254338,21.396451146500226,,,23.677636580862384,21.939828391441296,-8,4.88,0.0,,,
8.442,315,317,316,,,111,102,310,311,21.376192139649504,21.416677508254338,21.396451146500226,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
8.543,314,317,316,,,111,101,309,311,21.355900195327706,21.416677508254338,21.396451146500226,,,24.11208862821766,21.939828391441296,-10,4.88,0.0,,,
8.643,314,318,315,,,108,104,309,310,21.355900195327706,21.4368715149198,21.376192139649504,,,23.460410557184748,22.591506462474204,-4,4.88,0.0,,,
8.743,315,318,316,,,112,98,309,310,21.376192139649504,21.4368715149198,21.396451146500226,,,24.329314651895295,21.288150320408388,-14,4.88,0.0,,,
8.844,313,317,316,,,106,102,309,310,21.33557501876146,21.416677508254338,21.396451146500226,,,23.02595850982948,22.15705441511893,-4,4.88,0.0,,,
8.944,314,318,315,,,111,99,309,310,21.355900195327706,21.4368715149198,21.376192139649504,,,24.11208862821766,21.50537634408602,-12,4.88,0.0,,,
9.045,314,318,315,,,111,102,310,310,21.355900195327706,21.4368715149198,21.376192139649504,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
9.145,312,318,315,,,107,107,310,310,21.315216312746315,21.4368715149198,21.376192139649504,,,23.243184533507115,23.243184533507115,0,4.88,0.0,,,
9.246,315,318,316,,,111,98,309,309,21.376192139649504,21.4368715149198,21.396451146500226,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
9.346,314,318,316,,,106,101,309,311,21.355900195327706,21.4368715149198,21.396451146500226,,,23.02595850982948,21.939828391441296,-5,4.88,0.0,,,
9.447,315,318,315,,,111,97,308,311,21.376192139649504,21.4368715149198,21.376192139649504,,,24.11208862821766,21.07092429673075,-14,4.88,0.0,,,
9.547,315,316,315,,,109,103,310,310,21.376192139649504,21.396451146500226,21.376192139649504,,,23.677636580862384,22.374280438796568,-6,4.88,0.0,,,
9.648,313,317,316,,,107,102,309,310,21.33557501876146,21.416677508254338,21.396451146500226,,,23.243184533507115,22.15705441511893,-5,4.88,0.0,,,
9.748,315,318,315,,,112,101,308,311,21.376192139649504,21.4368715149198,21.376192139649504,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
9.848,315,317,316,,,105,104,308,309,21.376192139649504,21.416677508254338,21.396451146500226,,,22.80873248615184,22.591506462474204,-1,4.88,0.0,,,
9.949,315,318,316,,,112,100,309,311,21.376192139649504,21.4368715149198,21.396451146500226,,,24.329314651895295,21.722602367763656,-12,4.88,0.0,,,
10.049,315,318,314,,,107,103,308,309,21.376192139649504,21.4368715149198,21.355900195327706,,,23.243184533507115,22.374280438796568,-4,4.88,0.0,,,
10.15,315,319,315,,,112,102,309,311,21.376192139649504,21.457033454169846,21.376192139649504,,,24.329314651895295,22.15705441511893,-10,4.88,0.0,,,
10.251,314,319,316,,,112,101,310,311,21.355900195327706,21.457033454169846,21.396451146500226,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
10.351,315,317,315,,,107,105,308,309,21.376192139649504,21.416677508254338,21.376192139649504,,,23.243184533507115,22.80873248615184,-2,4.88,0.0,,,
10.452,314,317,316,,,112,99,309,311,21.355900195327706,21.416677508254338,21.396451146500226,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
10.552,315,319,316,,,106,103,309,310,21.376192139649504,21.457033454169846,21.396451146500226,,,23.02595850982948,22.374280438796568,-3,4.88,0.0,,,
10.653,314,318,315,,,111,100,308,310,21.355900195327706,21.4368715149198,21.376192139649504,,,24.11208862821766,21.722602367763656,-11,4.88,0.0,,,
10.754,314,318,314,,,110,102,309,310,21.355900195327706,21.4368715149198,21.355900195327706,,,23.894862604540023,22.15705441511893,-8,4.88,0.0,,,
10.854,313,318,315,,,110,104,308,310,21.33557501876146,21.4368715149198,21.376192139649504,,,23.894862604540023,22.591506462474204,-6,4.88,0.0,,,
10.955,314,318,315,,,112,101,310,310,21.355900195327706,21.4368715149198,21.376192139649504,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
11.056,314,318,315,,,107,104,310,311,21.355900195327706,21.4368715149198,21.376192139649504,,,23.243184533507115,22.591506462474204,-3,4.88,0.0,,,
11.156,314,318,314,,,110,99,308,308,21.355900195327706,21.4368715149198,21.355900195327706,,,23.894862604540023,21.50537634408602,-11,4.88,0.0,,,
11.257,315,317,315,,,109,103,309,309,21.376192139649504,21.416677508254338,21.376192139649504,,,23.677636580862384,22.374280438796568,-6,4.88,0.0,,,
11.357,315,317,316,,,110,105,310,310,21.376192139649504,21.416677508254338,21.396451146500226,,,23.894862604540023,22.80873248615184,-5,4.88,0.0,,,
11.458,315,318,314,,,112,100,309,311,21.376192139649504,21.4368715149198,21.355900195327706,,,24.329314651895295,21.722602367763656,-12,4.88,0.0,,,
11.559,314,319,315,,,106,102,309,310,21.355900195327706,21.457033454169846,21.376192139649504,,,23.02595850982948,22.15705441511893,-4,4.88,0.0,,,
11.659,387,387,386,,,111,98,379,379,22.766667835692317,22.766667835692317,22.748114163815046,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
11.761,410,410,410,,,107,102,399,403,23.18922391392323,23.18922391392323,23.18922391392323,,,23.243184533507115,22.15705441511893,-5,4.88,0.0,,,
11.862,409,409,411,,,109,100,400,403,23.171003877596206,23.171003877596206,23.2074314778057,,,23.677636580862384,21.722602367763656,-9,4.88,0.0,,,
11.964,399,399,398,,,112,101,387,388,22.98808109608666,22.98808109608666,22.969712881149633,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
12.065,408,410,411,,,108,105,399,403,23.152771204793225,23.18922391392323,23.2074314778057,,,23.460410557184748,22.80873248615184,-3,4.88,0.0,,,
12.167,408,409,410,,,112,101,401,400,23.152771204793225,23.171003877596206,23.18922391392323,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
12.268,397,396,396,,,106,105,390,392,22.951330177951547,22.932932813561024,22.932932813561024,,,23.02595850982948,22.80873248615184,-1,4.88,0.0,,,
12.37,410,410,410,,,112,97,402,400,23.18922391392323,23.18922391392323,23.18922391392323,,,24.329314651895295,21.07092429673075,-15,4.88,0.0,,,
12.471,410,411,408,,,104,103,400,403,23.18922391392323,23.2074314778057,23.152771204793225,,,22.591506462474204,22.374280438796568,-1,4.88,0.0,,,
12.573,408,411,409,,,112,97,401,403,23.152771204793225,23.2074314778057,23.171003877596206,,,24.329314651895295,21.07092429673075,-15,4.88,0.0,,,
12.675,411,410,408,,,104,102,399,403,23.2074314778057,23.18922391392323,23.152771204793225,,,22.591506462474204,22.15705441511893,-2,4.88,0.0,,,
12.776,411,409,408,,,111,96,402,401,23.2074314778057,23.171003877596206,23.152771204793225,,,24.11208862821766,20.853698273053112,-15,4.88,0.0,,,
12.877,409,411,411,,,105,102,400,403,23.171003877596206,23.2074314778057,23.2074314778057,,,22.80873248615184,22.15705441511893,-3,4.88,0.0,,,
12.978,408,411,409,,,111,97,400,403,23.152771204793225,23.2074314778057,23.171003877596206,,,24.11208862821766,21.07092429673075,-14,4.88,0.0,,,
13.08,409,411,409,,,106,102,399,403,23.171003877596206,23.2074314778057,23.171003877596206,,,23.02595850982948,22.15705441511893,-4,4.88,0.0,,,
13.181,411,411,408,,,111,97,401,401,23.2074314778057,23.2074314778057,23.152771204793225,,,24.11208862821766,21.07092429673075,-14,4.88,0.0,,,
13.282,408,411,410,,,109,103,399,403,23.152771204793225,23.2074314778057,23.18922391392323,,,23.677636580862384,22.374280438796568,-6,4.88,0.0,,,
13.384,410,409,410,,,110,100,402,400,23.18922391392323,23.171003877596206,23.18922391392323,,,23.894862604540023,21.722602367763656,-10,4.88,0.0,,,
13.485,409,409,411,,,111,101,402,402,23.171003877596206,23.171003877596206,23.2074314778057,,,24.11208862821766,21.939828391441296,-10,4.88,0.0,,,
13.587,408,410,410,,,110,103,402,403,23.152771204793225,23.18922391392323,23.18922391392323,,,23.894862604540023,22.374280438796568,-7,4.88,0.0,,,
13.688,408,411,410,,,112,101,400,400,23.152771204793225,23.2074314778057,23.18922391392323,,,24.329314651895295,21.939828391441296,-11,4.88,0.0,,,
13.79,409,410,409,,,106,107,400,403,23.171003877596206,23.18922391392323,23.171003877596206,,,23.02595850982948,23.243184533507115,1,4.88,0.0,,,
13.892,408,410,410,,,111,100,401,401,23.152771204793225,23.18922391392323,23.18922391392323,,,24.11208862821766,21.722602367763656,-11,4.88,0.0,,,
13.993,410,411,410,,,105,102,400,403,23.18922391392323,23.2074314778057,23.18922391392323,,,22.80873248615184,22.15705441511893,-3,4.88,0.0,,,
14.095,408,409,411,,,111,98,402,400,23.152771204793225,23.171003877596206,23.2074314778057,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
14.196,410,410,408,,,109,102,402,403,23.18922391392323,23.18922391392323,23.152771204793225,,,23.677636580862384,22.15705441511893,-7,4.88,0.0,,,
14.298,410,408,411,,,109,104,402,401,23.18922391392323,23.152771204793225,23.2074314778057,,,23.677636580862384,22.591506462474204,-5,4.88,0.0,,,
14.399,408,410,409,,,112,99,400,403,23.152771204793225,23.18922391392323,23.171003877596206,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
14.5,408,409,410,,,105,102,402,400,23.152771204793225,23.171003877596206,23.18922391392323,,,22.80873248615184,22.15705441511893,-3,4.88,0.0,,,
14.602,408,411,409,,,110,98,399,404,23.152771204793225,23.2074314778057,23.171003877596206,,,23.894862604540023,21.288150320408388,-12,4.88,0.0,,,
14.703,408,411,409,,,109,101,402,402,23.152771204793225,23.2074314778057,23.171003877596206,,,23.677636580862384,21.939828391441296,-8,4.88,0.0,,,
14.805,408,410,410,,,108,104,398,403,23.152771204793225,23.18922391392323,23.18922391392323,,,23.460410557184748,22.591506462474204,-4,4.88,0.0,,,
14.906,410,409,411,,,111,100,399,403,23.18922391392323,23.171003877596206,23.2074314778057,,,24.11208862821766,21.722602367763656,-11,4.88,0.0,,,
15.008,411,410,410,,,106,101,402,403,23.2074314778057,23.18922391392323,23.18922391392323,,,23.02595850982948,21.939828391441296,-5,4.88,0.0,,,
15.109,410,411,407,,,110,103,400,403,23.18922391392323,23.2074314778057,23.134525730798487,,,23.894862604540023,22.374280438796568,-7,4.88,0.0,,,
15.211,410,410,410,,,111,100,399,404,23.18922391392323,23.18922391392323,23.18922391392323,,,24.11208862821766,21.722602367763656,-11,4.88,0.0,,,
15.312,410,410,410,,,107,105,402,400,23.18922391392323,23.18922391392323,23.18922391392323,,,23.243184533507115,22.80873248615184,-2,4.88,0.0,,,
15.414,410,409,410,,,113,98,402,402,23.18922391392323,23.171003877596206,23.18922391392323,,,24.54654067557293,21.288150320408388,-15,4.88,0.0,,,
15.515,410,411,408,,,107,103,402,402,23.18922391392323,23.2074314778057,23.152771204793225,,,23.243184533507115,22.374280438796568,-4,4.88,0.0,,,
15.617,410,409,411,,,111,102,401,401,23.18922391392323,23.171003877596206,23.2074314778057,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
15.718,410,408,410,,,111,102,400,402,23.18922391392323,23.152771204793225,23.18922391392323,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
15.819,410,410,410,,,107,106,402,402,23.18922391392323,23.18922391392323,23.18922391392323,,,23.243184533507115,23.02595850982948,-1,4.88,0.0,,,
15.92,410,411,408,,,112,98,401,402,23.18922391392323,23.2074314778057,23.152771204793225,,,24.329314651895295,21.288150320408388,-14,4.88,0.0,,,
16.022,408,412,408,,,105,102,400,403,23.152771204793225,23.225626732600176,23.152771204793225,,,22.80873248615184,22.15705441511893,-3,4.88,0.0,,,
16.123,411,409,410,,,110,100,402,402,23.2074314778057,23.171003877596206,23.18922391392323,,,23.894862604540023,21.722602367763656,-10,4.88,0.0,,,
16.224,410,411,408,,,111,102,401,403,23.18922391392323,23.2074314778057,23.152771204793225,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
16.325,409,410,410,,,109,106,400,403,23.171003877596206,23.18922391392323,23.18922391392323,,,23.677636580862384,23.02595850982948,-3,4.88,0.0,,,
16.426,407,408,411,,,112,97,402,400,23.134525730798487,23.152771204793225,23.2074314778057,,,24.329314651895295,21.07092429673075,-15,4.88,0.0,,,
16.527,411,408,410,,,106,101,402,402,23.2074314778057,23.152771204793225,23.18922391392323,,,23.02595850982948,21.939828391441296,-5,4.88,0.0,,,
16.628,410,409,410,,,111,98,401,401,23.18922391392323,23.171003877596206,23.18922391392323,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
16.729,409,411,410,,,110,102,400,403,23.171003877596206,23.2074314778057,23.18922391392323,,,23.894862604540023,22.15705441511893,-8,4.88,0.0,,,
16.83,409,411,408,,,108,103,399,403,23.171003877596206,23.2074314778057,23.152771204793225,,,23.460410557184748,22.374280438796568,-5,4.88,0.0,,,
16.931,411,410,409,,,111,102,402,401,23.2074314778057,23.18922391392323,23.171003877596206,,,24.11208862821766,22.15705441511893,-9,4.88,0.0,,,
17.032,408,412,408,,,106,107,400,403,23.152771204793225,23.225626732600176,23.152771204793225,,,23.02595850982948,23.243184533507115,1,4.88,0.0,,,
17.133,408,411,408,,,112,99,399,403,23.152771204793225,23.2074314778057,23.152771204793225,,,24.329314651895295,21.50537634408602,-13,4.88,0.0,,,
17.234,411,409,411,,,106,101,399,403,23.2074314778057,23.171003877596206,23.2074314778057,,,23.02595850982948,21.939828391441296,-5,4.88,0.0,,,
17.335,410,410,409,,,112,97,401,401,23.18922391392323,23.18922391392323,23.171003877596206,,,24.329314651895295,21.07092429673075,-15,4.88,0.0,,,
17.436,410,411,410,,,109,103,402,400,23.18922391392323,23.2074314778057,23.18922391392323,,,23.677636580862384,22.374280438796568,-6,4.88,0.0,,,
17.538,410,411,409,,,110,102,399,403,23.18922391392323,23.2074314778057,23.171003877596206,,,23.894862604540023,22.15705441511893,-8,4.88,0.0,,,
17.639,408,411,408,,,113,101,402,401,23.152771204793225,23.2074314778057,23.152771204793225,,,24.54654067557293,21.939828391441296,-12,4.88,0.0,,,
17.74,409,410,411,,,106,106,400,402,23.171003877596206,23.18922391392323,23.2074314778057,,,23.02595850982948,23.02595850982948,0,4.88,0.0,,,
17.841,408,410,411,,,112,98,400,403,23.152771204793225,23.18922391392323,23.2074314778057,,,24.329314651895295,21.288150320408388,-14,4.88,0.0,,,
17.942,398,397,398,,,105,102,387,390,22.969712881149633,22.951330177951547,22.969712881149633,,,22.80873248615184,22.15705441511893,-3,4.88,0.0,,,
18.043,410,409,411,,,111,98,400,402,23.18922391392323,23.171003877596206,23.2074314778057,,,24.11208862821766,21.288150320408388,-13,4.88,0.0,,,
